gene,bnumber,COG class,molecular_weight_kDa,sequence_length,condition,copy_number_molecule-per-fL,growth_rate_hr-1,,,
slya,b1642,[k],16.353,144,glucose_minimal,1009.217933,0.51,,,
ydhf,b1647,,33.675,298,glucose_minimal,172.015668,0.51,,,
nema,b1650,[c],39.516,365,glucose_minimal,,0.51,,,
gloa,b1651,[e],14.92,135,glucose_minimal,360.2677356,0.51,,,
rnt,b1652,[l],23.522,215,glucose_minimal,,0.51,,,
grxd,b1654,,12.879,115,glucose_minimal,4050.520596,0.51,,,
sodb,b1656,[p],21.265,193,glucose_minimal,8341.881939,0.51,,,
purr,b1658,[k],38.174,341,glucose_minimal,680.6625354,0.51,,,
cfa,b1661,[m],43.909,382,glucose_minimal,,0.51,,,
ribc,b1662,[h],23.445,213,glucose_minimal,584.5292705,0.51,,,
ydhq,b1664,[mu],42.876,418,glucose_minimal,83.89684099,0.51,,,
ydhr,b1667,,11.288,101,glucose_minimal,1680.728817,0.51,,,
pykf,b1676,[g],50.729,470,glucose_minimal,7441.360274,0.51,,,
lpp,b1677,[m],8.3234,78,glucose_minimal,231841.452,0.51,,,
ynhg,b1678,[s],36.082,334,glucose_minimal,121.3508136,0.51,,,
sufs,b1680,[e],44.433,406,glucose_minimal,,0.51,,,
sufc,b1682,[o],27.582,248,glucose_minimal,,0.51,,,
sufb,b1683,[o],54.745,495,glucose_minimal,,0.51,,,
ydii,b1686,[q],14.945,136,glucose_minimal,,0.51,,,
ydij,b1687,[c],113.25,1018,glucose_minimal,220.3026231,0.51,,,
ydik,b1688,[r],39.841,370,glucose_minimal,,0.51,,,
arod,b1693,[e],27.466,252,glucose_minimal,236.7982442,0.51,,,
ppsa,b1702,,87.434,792,glucose_minimal,839.9329273,0.51,,,
ppsr,b1703,,31.211,277,glucose_minimal,87.67337179,0.51,,,
aroh,b1704,[e],38.735,348,glucose_minimal,199.068528,0.51,,,
btue,b1710,[o],20.469,183,glucose_minimal,1022.792986,0.51,,,
ihfa,b1712,[l],11.354,99,glucose_minimal,8548.067444,0.51,,,
phet,b1713,[r],87.377,795,glucose_minimal,2760.617039,0.51,,,
phes,b1714,[j],36.831,327,glucose_minimal,3280.644551,0.51,,,
rplt,b1716,[j],13.497,118,glucose_minimal,16321.86096,0.51,,,
rpmi,b1717,,7.2888,65,glucose_minimal,,0.51,,,
infc,b1718,[j],20.564,180,glucose_minimal,4479.994863,0.51,,,
thrs,b1719,[j],74.013,642,glucose_minimal,1120.158794,0.51,,,
pfkb,b1723,,32.456,309,glucose_minimal,395.1405055,0.51,,,
ynia,b1725,[g],32.458,286,glucose_minimal,,0.51,,,
ynic,b1727,[r],24.33,222,glucose_minimal,340.8340443,0.51,,,
ydjn,b1729,[r],48.661,463,glucose_minimal,2509.642433,0.51,,,
kate,b1732,,84.162,753,glucose_minimal,375.7874611,0.51,,,
chbb,b1738,[g],11.426,106,glucose_minimal,162.1829939,0.51,,,
osme,b1739,,12.021,112,glucose_minimal,7842.634579,0.51,,,
nade,b1740,[h],30.636,275,glucose_minimal,1313.716458,0.51,,,
spy,b1743,[untp],18.199,161,glucose_minimal,73.88179005,0.51,,,
astc,b1748,[e],43.665,406,glucose_minimal,,0.51,,,
xtha,b1749,[l],30.969,268,glucose_minimal,299.2858995,0.51,,,
ynjb,b1754,[r],42.844,388,glucose_minimal,,0.51,,,
ynje,b1757,,48.228,435,glucose_minimal,,0.51,,,
gdha,b1761,[e],48.581,447,glucose_minimal,5204.134295,0.51,,,
seld,b1764,[e],36.687,347,glucose_minimal,586.9442355,0.51,,,
ydja,b1765,[c],20.059,183,glucose_minimal,1249.132268,0.51,,,
sppa,b1766,[ou],67.219,618,glucose_minimal,20.59911382,0.51,,,
ansa,b1767,[ej],37.127,338,glucose_minimal,,0.51,,,
pnca,b1768,,23.362,213,glucose_minimal,,0.51,,,
ydjf,b1770,,28.261,252,glucose_minimal,,0.51,,,
yeac,b1777,,10.338,90,glucose_minimal,,0.51,,,
msrb,b1778,,15.451,137,glucose_minimal,709.0351383,0.51,,,
gapa,b1779,[g],35.532,331,glucose_minimal,41412.62238,0.51,,,
yead,b1780,,32.666,294,glucose_minimal,740.2853972,0.51,,,
mipa,b1782,[m],27.831,248,glucose_minimal,1630.552506,0.51,,,
yeag,b1783,[t],74.479,644,glucose_minimal,239.2874838,0.51,,,
yeak,b1787,[s],17.85,167,glucose_minimal,325.8960264,0.51,,,
fadd,b1805,[iq],62.331,561,glucose_minimal,,0.51,,,
yeay,b1806,[m],20.921,193,glucose_minimal,,0.51,,,
yoab,b1809,,12.493,114,glucose_minimal,1053.91456,0.51,,,
yoah,b1811,,6.5542,59,glucose_minimal,,0.51,,,
sdaa,b1814,[e],48.906,454,glucose_minimal,,0.51,,,
manx,b1817,[g],35.047,323,glucose_minimal,11234.27245,0.51,,,
many,b1818,[g],27.635,266,glucose_minimal,,0.51,,,
manz,b1819,,30.955,283,glucose_minimal,1574.301252,0.51,,,
cspc,b1823,[k],7.4023,69,glucose_minimal,35446.7277,0.51,,,
yebo,b1825,,10.792,95,glucose_minimal,,0.51,,,
kdgr,b1827,[k],30.029,263,glucose_minimal,325.5295354,0.51,,,
htpx,b1829,[o],31.923,293,glucose_minimal,265.7888122,0.51,,,
prc,b1830,[m],76.662,682,glucose_minimal,267.756794,0.51,,,
proq,b1831,,25.892,232,glucose_minimal,1184.584031,0.51,,,
msrc,b1832,,18.121,165,glucose_minimal,408.0158492,0.51,,,
yebe,b1846,[s],23.687,219,glucose_minimal,,0.51,,,
yebf,b1847,,12.962,118,glucose_minimal,166.534809,0.51,,,
purt,b1849,[f],42.433,392,glucose_minimal,681.9588176,0.51,,,
eda,b1850,[g],22.284,213,glucose_minimal,2599.514405,0.51,,,
zwf,b1852,[g],55.704,491,glucose_minimal,1107.115707,0.51,,,
yebk,b1853,[k],31.975,289,glucose_minimal,,0.51,,,
pyka,b1854,[g],51.357,480,glucose_minimal,2337.219151,0.51,,,
lpxm,b1855,,37.41,323,glucose_minimal,,0.51,,,
znua,b1857,,33.777,310,glucose_minimal,49.97291095,0.51,,,
ruva,b1861,[l],22.085,203,glucose_minimal,,0.51,,,
yebc,b1864,[s],26.422,246,glucose_minimal,2134.917627,0.51,,,
asps,b1866,[j],65.913,590,glucose_minimal,1607.184567,0.51,,,
yecd,b1867,[q],20.452,188,glucose_minimal,,0.51,,,
cmoa,b1870,,27.776,247,glucose_minimal,,0.51,,,
cmob,b1871,,37.006,323,glucose_minimal,,0.51,,,
yecm,b1875,,21.205,188,glucose_minimal,,0.51,,,
args,b1876,[j],64.682,577,glucose_minimal,471.746547,0.51,,,
yect,b1877,,18.885,162,glucose_minimal,1256.920362,0.51,,,
chez,b1881,[nt],23.976,214,glucose_minimal,108.0347841,0.51,,,
chey,b1882,[t],14.097,129,glucose_minimal,214.5378485,0.51,,,
tap,b1885,[nt],57.511,533,glucose_minimal,4.797976144,0.51,,,
tar,b1886,[nt],59.943,553,glucose_minimal,175.3945081,0.51,,,
chew,b1887,[nt],18.084,167,glucose_minimal,319.7983587,0.51,,,
chea,b1888,[nt],71.382,654,glucose_minimal,98.5819901,0.51,,,
motb,b1889,[n],34.186,308,glucose_minimal,,0.51,,,
mota,b1890,[n],32.011,295,glucose_minimal,,0.51,,,
flhc,b1891,,21.566,192,glucose_minimal,,0.51,,,
otsa,b1896,[g],53.61,474,glucose_minimal,,0.51,,,
araf,b1901,[g],35.54,329,glucose_minimal,,0.51,,,
ftna,b1905,,19.424,165,glucose_minimal,982.9009908,0.51,,,
yeca,b1908,[r],25.039,221,glucose_minimal,122.9116812,0.51,,,
uvry,b1914,[tk],23.892,218,glucose_minimal,,0.51,,,
yecf,b1915,,8.2385,74,glucose_minimal,,0.51,,,
yecc,b1917,[e],27.677,250,glucose_minimal,118.494681,0.51,,,
yecs,b1918,[e],24.801,222,glucose_minimal,185.4778187,0.51,,,
dcyd,b1919,,35.153,328,glucose_minimal,426.3706821,0.51,,,
fliy,b1920,[et],29.039,266,glucose_minimal,6679.660645,0.51,,,
flic,b1923,[n],51.294,498,glucose_minimal,578.2019464,0.51,,,
amya,b1927,[g],56.639,495,glucose_minimal,,0.51,,,
yedd,b1928,,14.983,137,glucose_minimal,689.6477983,0.51,,,
yedf,b1930,[o],8.6389,77,glucose_minimal,986.3918433,0.51,,,
flif,b1938,[nu],60.588,552,glucose_minimal,,0.51,,,
flig,b1939,[n],36.776,331,glucose_minimal,15.43045092,0.51,,,
flih,b1940,[nu],25.05,228,glucose_minimal,,0.51,,,
flii,b1941,[nu],49.315,457,glucose_minimal,,0.51,,,
flil,b1944,[n],17.221,154,glucose_minimal,,0.51,,,
flin,b1946,[nu],14.855,137,glucose_minimal,,0.51,,,
yedp,b1955,[r],30.439,271,glucose_minimal,,0.51,,,
yedi,b1958,[s],32.19,305,glucose_minimal,,0.51,,,
hcha,b1967,[r],31.19,283,glucose_minimal,761.6675413,0.51,,,
mtfa,b1976,,30.279,265,glucose_minimal,,0.51,,,
amn,b1982,[f],53.994,484,glucose_minimal,145.8378692,0.51,,,
yeen,b1983,[s],25.867,238,glucose_minimal,180.719567,0.51,,,
erfk,b1990,[s],34.411,310,glucose_minimal,,0.51,,,
flu,b2000,,106.82,1039,glucose_minimal,,0.51,,,
yeex,b2007,,12.778,109,glucose_minimal,6994.108346,0.51,,,
yeed,b2012,[o],8.1482,75,glucose_minimal,,0.51,,,
plap,b2014,,49.537,452,glucose_minimal,,0.51,,,
yeez,b2016,[mg],29.68,274,glucose_minimal,208.8922972,0.51,,,
hisg,b2019,[e],33.366,299,glucose_minimal,1961.801186,0.51,,,
hisd,b2020,[e],46.11,434,glucose_minimal,858.2538011,0.51,,,
hisc,b2021,[e],39.36,356,glucose_minimal,1368.160803,0.51,,,
hisb,b2022,[e],40.278,355,glucose_minimal,1039.097458,0.51,,,
hish,b2023,[e],21.653,196,glucose_minimal,417.3759273,0.51,,,
hisa,b2024,[e],26.032,245,glucose_minimal,310.7670365,0.51,,,
hisf,b2025,[e],28.454,258,glucose_minimal,439.5174213,0.51,,,
hisi,b2026,[e],22.756,203,glucose_minimal,129.7030004,0.51,,,
cld,b2027,,36.454,326,glucose_minimal,1696.710602,0.51,,,
gnd,b2029,[g],51.481,468,glucose_minimal,12166.6943,0.51,,,
wbbk,b2032,[m],43.188,372,glucose_minimal,207.2437949,0.51,,,
wbbj,b2033,[r],21.675,196,glucose_minimal,,0.51,,,
wbbi,b2034,,37.757,330,glucose_minimal,774.4148825,0.51,,,
glf,b2036,[m],42.965,367,glucose_minimal,801.6565603,0.51,,,
rfbc,b2038,[m],21.27,185,glucose_minimal,92.88375853,0.51,,,
rfba,b2039,[m],32.693,293,glucose_minimal,1012.491936,0.51,,,
rfbd,b2040,[m],32.694,299,glucose_minimal,520.8540013,0.51,,,
rfbb,b2041,[m],40.558,361,glucose_minimal,772.5889006,0.51,,,
galf,b2042,[m],32.829,297,glucose_minimal,2047.715236,0.51,,,
cpsb,b2049,[m],53.016,478,glucose_minimal,,0.51,,,
dcd,b2065,[f],21.249,193,glucose_minimal,,0.51,,,
udk,b2066,[f],24.353,213,glucose_minimal,,0.51,,,
yege,b2067,,123.89,1105,glucose_minimal,,0.51,,,
baes,b2078,[t],51.991,467,glucose_minimal,73.49142437,0.51,,,
yegp,b2080,,12.024,110,glucose_minimal,291.4309037,0.51,,,
yegq,b2081,[o],51.193,453,glucose_minimal,177.1595546,0.51,,,
gatd,b2091,[er],37.39,346,glucose_minimal,939.4975922,0.51,,,
gatc,b2092,[g],48.364,451,glucose_minimal,1630.105719,0.51,,,
gatb,b2093,[g],10.222,94,glucose_minimal,16511.53563,0.51,,,
gata,b2094,[gt],16.907,150,glucose_minimal,11927.24763,0.51,,,
gatz,b2095,[g],47.108,420,glucose_minimal,17307.53789,0.51,,,
gaty,b2096,[g],30.812,284,glucose_minimal,11893.94116,0.51,,,
fbab,b2097,,38.109,350,glucose_minimal,1564.217433,0.51,,,
thid,b2103,[h],28.633,266,glucose_minimal,416.0602624,0.51,,,
thim,b2104,[h],27.339,262,glucose_minimal,371.6233235,0.51,,,
rcnr,b2105,,10.134,90,glucose_minimal,763.4272807,0.51,,,
rcnb,b2107,,12.466,112,glucose_minimal,,0.51,,,
mrp,b2113,,39.938,369,glucose_minimal,534.1556899,0.51,,,
metg,b2114,[j],76.254,677,glucose_minimal,1115.740112,0.51,,,
osmf,b2131,,32.609,305,glucose_minimal,219.4766166,0.51,,,
bglx,b2132,[g],83.459,765,glucose_minimal,179.6559172,0.51,,,
dld,b2133,[c],64.612,571,glucose_minimal,621.4042172,0.51,,,
pbpg,b2134,[m],33.887,310,glucose_minimal,,0.51,,,
cdd,b2143,[f],31.54,294,glucose_minimal,,0.51,,,
mglc,b2148,[g],35.55,336,glucose_minimal,,0.51,,,
mgla,b2149,[g],56.415,506,glucose_minimal,206.439408,0.51,,,
mglb,b2150,[g],35.712,332,glucose_minimal,7440.782156,0.51,,,
fole,b2153,[h],24.83,222,glucose_minimal,2818.03074,0.51,,,
yeig,b2154,[r],31.259,278,glucose_minimal,,0.51,,,
cira,b2155,[p],73.895,663,glucose_minimal,87.60909084,0.51,,,
lysp,b2156,[e],53.575,489,glucose_minimal,,0.51,,,
nfo,b2159,[l],31.479,285,glucose_minimal,,0.51,,,
psug,b2165,,32.909,312,glucose_minimal,,0.51,,,
frua,b2167,[g],57.518,563,glucose_minimal,39.25882321,0.51,,,
fruk,b2168,[g],33.755,312,glucose_minimal,87.84744519,0.51,,,
frub,b2169,[g],39.647,376,glucose_minimal,,0.51,,,
yeip,b2171,,21.532,190,glucose_minimal,909.5745445,0.51,,,
spr,b2175,[m],21.04,188,glucose_minimal,,0.51,,,
yejf,b2180,[r],58.725,529,glucose_minimal,251.5514499,0.51,,,
rsua,b2183,[j],25.865,231,glucose_minimal,288.9888595,0.51,,,
rply,b2185,[j],10.693,94,glucose_minimal,26354.43171,0.51,,,
yejk,b2186,[r],37.822,335,glucose_minimal,394.6011551,0.51,,,
yejl,b2187,[s],8.2884,75,glucose_minimal,618.3804225,0.51,,,
narp,b2193,[tk],23.575,215,glucose_minimal,,0.51,,,
eco,b2209,[r],18.192,162,glucose_minimal,,0.51,,,
mqo,b2210,[r],60.229,548,glucose_minimal,,0.51,,,
ompc,b2215,[m],40.368,367,glucose_minimal,39919.17421,0.51,,,
rcsd,b2216,[t],100.37,890,glucose_minimal,,0.51,,,
rcsb,b2217,[tk],23.67,216,glucose_minimal,1312.751075,0.51,,,
gyra,b2231,[l],96.962,875,glucose_minimal,1058.058083,0.51,,,
ubig,b2232,[h],26.555,240,glucose_minimal,499.8899241,0.51,,,
nrda,b2234,[f],85.774,761,glucose_minimal,874.1569995,0.51,,,
nrdb,b2235,[f],43.517,376,glucose_minimal,611.9418338,0.51,,,
yfay,b2249,[r],44.225,400,glucose_minimal,,0.51,,,
arnb,b2253,,41.649,379,glucose_minimal,,0.51,,,
arnc,b2254,,36.339,322,glucose_minimal,,0.51,,,
arna,b2255,,74.288,660,glucose_minimal,,0.51,,,
menb,b2262,[h],31.633,285,glucose_minimal,417.3764518,0.51,,,
elab,b2266,[s],11.306,101,glucose_minimal,3000.918128,0.51,,,
elaa,b2267,[r],17.419,153,glucose_minimal,,0.51,,,
nuom,b2277,[c],56.524,509,glucose_minimal,,0.51,,,
nuoj,b2280,[c],19.874,184,glucose_minimal,38.65314291,0.51,,,
nuoi,b2281,[c],20.538,180,glucose_minimal,972.0716544,0.51,,,
nuoh,b2282,[c],36.219,325,glucose_minimal,,0.51,,,
nuog,b2283,,100.3,908,glucose_minimal,841.2494754,0.51,,,
nuof,b2284,[c],49.292,445,glucose_minimal,1212.111282,0.51,,,
nuoe,b2285,[c],18.59,166,glucose_minimal,435.8057542,0.51,,,
nuoc,b2286,[c],68.235,596,glucose_minimal,1308.712515,0.51,,,
nuob,b2287,[c],25.056,220,glucose_minimal,1409.920676,0.51,,,
nuoa,b2288,,16.457,147,glucose_minimal,332.8479242,0.51,,,
alaa,b2290,,45.517,405,glucose_minimal,85.20287621,0.51,,,
yfbr,b2291,[r],22.708,199,glucose_minimal,,0.51,,,
yfbt,b2293,[r],23.007,216,glucose_minimal,,0.51,,,
yfbu,b2294,[s],19.536,164,glucose_minimal,1818.639111,0.51,,,
acka,b2296,[c],43.29,400,glucose_minimal,816.3009977,0.51,,,
pta,b2297,[r],77.171,714,glucose_minimal,770.7714787,0.51,,,
yfcd,b2299,[lr],20.376,180,glucose_minimal,,0.51,,,
yfce,b2300,,20.122,184,glucose_minimal,147.518932,0.51,,,
yfcg,b2302,[o],24.516,215,glucose_minimal,,0.51,,,
folx,b2303,[h],14.082,120,glucose_minimal,1443.818893,0.51,,,
yfch,b2304,[r],32.698,297,glucose_minimal,63.53473123,0.51,,,
hisp,b2306,[e],28.653,257,glucose_minimal,81.22087426,0.51,,,
hisq,b2308,[e],24.649,228,glucose_minimal,,0.51,,,
hisj,b2309,[et],28.483,260,glucose_minimal,2867.938961,0.51,,,
argt,b2310,[et],27.991,260,glucose_minimal,2003.274517,0.51,,,
purf,b2312,[f],56.487,505,glucose_minimal,435.6884087,0.51,,,
dedd,b2314,[s],22.938,220,glucose_minimal,,0.51,,,
folc,b2315,[h],45.405,422,glucose_minimal,85.77723679,0.51,,,
accd,b2316,[i],33.322,304,glucose_minimal,1446.960441,0.51,,,
usg,b2319,[e],36.364,337,glucose_minimal,133.7595318,0.51,,,
pdxb,b2320,[he],41.367,378,glucose_minimal,427.6434094,0.51,,,
fabb,b2323,[iq],42.613,406,glucose_minimal,9218.039835,0.51,,,
aroc,b2329,[e],39.137,361,glucose_minimal,276.4155502,0.51,,,
prmb,b2330,,35.001,310,glucose_minimal,299.5489567,0.51,,,
fadj,b2341,,77.071,714,glucose_minimal,,0.51,,,
fadi,b2342,,46.53,436,glucose_minimal,,0.51,,,
yfcz,b2343,[s],10.318,94,glucose_minimal,,0.51,,,
fadl,b2344,[i],48.541,446,glucose_minimal,201.4969489,0.51,,,
mlaa,b2346,,28.041,251,glucose_minimal,409.3433814,0.51,,,
ints,b2349,[l],44.061,385,glucose_minimal,,0.51,,,
gtrb,b2351,,34.635,306,glucose_minimal,102.8057391,0.51,,,
gtrs,b2352,,51.483,443,glucose_minimal,,0.51,,,
evga,b2369,[tk],22.69,204,glucose_minimal,76.90837931,0.51,,,
alac,b2379,,46.216,412,glucose_minimal,,0.51,,,
frya,b2383,,92.129,831,glucose_minimal,,0.51,,,
glk,b2388,[g],34.723,321,glucose_minimal,650.6709503,0.51,,,
nupc,b2393,[f],43.475,400,glucose_minimal,,0.51,,,
gltx,b2400,[j],53.815,471,glucose_minimal,1874.680505,0.51,,,
liga,b2411,[l],73.605,671,glucose_minimal,,0.51,,,
zipa,b2412,[d],36.475,328,glucose_minimal,270.5625033,0.51,,,
cysk,b2414,[e],34.489,323,glucose_minimal,37278.12818,0.51,,,
ptsh,b2415,[g],9.1193,85,glucose_minimal,8577.660659,0.51,,,
ptsi,b2416,[g],63.561,575,glucose_minimal,4750.594338,0.51,,,
crr,b2417,[g],18.251,169,glucose_minimal,17064.61366,0.51,,,
pdxk,b2418,[h],30.847,283,glucose_minimal,174.4989212,0.51,,,
cysm,b2421,[e],32.664,303,glucose_minimal,681.7891161,0.51,,,
cysa,b2422,[p],41.058,365,glucose_minimal,659.5920107,0.51,,,
cysw,b2423,,32.537,291,glucose_minimal,,0.51,,,
cysp,b2425,[p],37.614,338,glucose_minimal,1767.753624,0.51,,,
ucpa,b2426,,27.85,263,glucose_minimal,141.1571543,0.51,,,
murq,b2428,,31.22,298,glucose_minimal,,0.51,,,
yfex,b2431,,33.052,299,glucose_minimal,366.4066678,0.51,,,
yfey,b2432,,20.897,191,glucose_minimal,,0.51,,,
amia,b2435,[m],31.412,289,glucose_minimal,,0.51,,,
yffs,b2450,,29.751,269,glucose_minimal,,0.51,,,
eutm,b2457,,9.8654,97,glucose_minimal,,0.51,,,
maeb,b2463,[c],82.416,759,glucose_minimal,2127.448166,0.51,,,
tala,b2464,[g],35.658,316,glucose_minimal,616.8524132,0.51,,,
tktb,b2465,[g],73.042,667,glucose_minimal,542.0025452,0.51,,,
yffb,b2471,[p],13.6,118,glucose_minimal,,0.51,,,
dape,b2472,[e],41.269,375,glucose_minimal,,0.51,,,
tmca,b2474,,74.892,671,glucose_minimal,,0.51,,,
ypfj,b2475,[r],31.46,287,glucose_minimal,,0.51,,,
purc,b2476,[f],26.995,237,glucose_minimal,7693.439087,0.51,,,
bamc,b2477,,36.842,344,glucose_minimal,1348.463889,0.51,,,
dapa,b2478,[em],31.27,292,glucose_minimal,1278.935437,0.51,,,
gcvr,b2479,,20.768,190,glucose_minimal,,0.51,,,
bcp,b2480,[o],17.634,156,glucose_minimal,4086.743757,0.51,,,
yfgc,b2494,[r],53.907,487,glucose_minimal,153.6632197,0.51,,,
yfgd,b2495,[p],13.398,119,glucose_minimal,675.6622477,0.51,,,
uraa,b2497,[f],45.06,429,glucose_minimal,,0.51,,,
upp,b2498,[f],22.533,208,glucose_minimal,10116.53223,0.51,,,
purm,b2499,[f],36.854,345,glucose_minimal,1614.629473,0.51,,,
purn,b2500,[f],23.238,212,glucose_minimal,,0.51,,,
ppk,b2501,[p],80.431,688,glucose_minimal,30.19600985,0.51,,,
ppx,b2502,,58.135,513,glucose_minimal,,0.51,,,
guaa,b2507,[f],58.679,525,glucose_minimal,2552.101278,0.51,,,
guab,b2508,[f],52.022,488,glucose_minimal,4013.778704,0.51,,,
der,b2511,[r],55.035,490,glucose_minimal,334.999351,0.51,,,
bamb,b2512,,41.887,392,glucose_minimal,492.9528192,0.51,,,
yfgm,b2513,[s],22.176,206,glucose_minimal,729.3114009,0.51,,,
hiss,b2514,[j],47.029,424,glucose_minimal,903.8706821,0.51,,,
ispg,b2515,[i],40.683,372,glucose_minimal,509.3818697,0.51,,,
rodz,b2516,,36.191,337,glucose_minimal,540.6483441,0.51,,,
rlmn,b2517,,43.085,384,glucose_minimal,139.9207642,0.51,,,
ndk,b2518,[f],15.463,143,glucose_minimal,15583.19638,0.51,,,
yfhm,b2520,[r],181.58,1653,glucose_minimal,,0.51,,,
ssea,b2521,,30.811,281,glucose_minimal,213.9595804,0.51,,,
sseb,b2522,,28.642,258,glucose_minimal,,0.51,,,
pepb,b2523,,46.18,427,glucose_minimal,1539.565935,0.51,,,
iscx,b2524,,7.7315,66,glucose_minimal,,0.51,,,
fdx,b2525,[c],12.331,111,glucose_minimal,656.4367442,0.51,,,
hsca,b2526,[o],65.652,616,glucose_minimal,180.0903005,0.51,,,
hscb,b2527,[o],20.137,171,glucose_minimal,,0.51,,,
isca,b2528,[s],11.556,107,glucose_minimal,,0.51,,,
iscu,b2529,[c],13.848,128,glucose_minimal,4948.956014,0.51,,,
iscs,b2530,,45.089,404,glucose_minimal,5228.528435,0.51,,,
iscr,b2531,[k],17.336,162,glucose_minimal,1399.206723,0.51,,,
trmj,b2532,,27.048,246,glucose_minimal,282.1582772,0.51,,,
suhb,b2533,[g],29.172,267,glucose_minimal,866.7231747,0.51,,,
glya,b2551,[e],45.316,417,glucose_minimal,10706.55868,0.51,,,
hmp,b2552,[c],43.867,396,glucose_minimal,,0.51,,,
glnb,b2553,[e],12.425,112,glucose_minimal,1957.635912,0.51,,,
purl,b2557,[f],141.4,1295,glucose_minimal,915.0202322,0.51,,,
pdxj,b2564,[h],26.384,243,glucose_minimal,605.7702514,0.51,,,
rnc,b2567,[k],25.55,226,glucose_minimal,457.8356199,0.51,,,
lepb,b2568,[u],35.96,324,glucose_minimal,173.3188296,0.51,,,
lepa,b2569,[m],66.57,599,glucose_minimal,501.9798885,0.51,,,
rseb,b2571,[t],35.749,318,glucose_minimal,,0.51,,,
rsea,b2572,[t],24.321,216,glucose_minimal,,0.51,,,
rpoe,b2573,[k],21.695,191,glucose_minimal,,0.51,,,
nadb,b2574,[h],60.337,540,glucose_minimal,,0.51,,,
srmb,b2576,[lkj],49.914,444,glucose_minimal,,0.51,,,
yfid,b2579,[r],14.284,127,glucose_minimal,1191.371359,0.51,,,
ung,b2580,[l],25.693,229,glucose_minimal,101.2663168,0.51,,,
yfif,b2581,[j],37.784,345,glucose_minimal,293.6961635,0.51,,,
trxc,b2582,[oc],15.555,139,glucose_minimal,,0.51,,,
pka,b2584,,97.986,886,glucose_minimal,,0.51,,,
pssa,b2585,,52.801,451,glucose_minimal,245.2511226,0.51,,,
kgtp,b2587,[gepr],47.052,432,glucose_minimal,128.4830689,0.51,,,
clpb,b2592,[o],95.584,857,glucose_minimal,1448.729801,0.51,,,
yfih,b2593,[s],26.339,243,glucose_minimal,,0.51,,,
rlud,b2594,[j],37.121,326,glucose_minimal,204.1975934,0.51,,,
bamd,b2595,,27.829,245,glucose_minimal,1132.796359,0.51,,,
raia,b2597,,12.784,113,glucose_minimal,1004.056686,0.51,,,
phea,b2599,[e],43.111,386,glucose_minimal,1288.762087,0.51,,,
tyra,b2600,[e],42.042,373,glucose_minimal,545.7511927,0.51,,,
arof,b2601,[e],38.804,356,glucose_minimal,741.5549656,0.51,,,
rpls,b2606,[j],13.133,115,glucose_minimal,20753.4453,0.51,,,
rimm,b2608,,20.605,182,glucose_minimal,389.0651333,0.51,,,
rpsp,b2609,[j],9.1904,82,glucose_minimal,28418.46903,0.51,,,
ffh,b2610,[u],49.787,453,glucose_minimal,598.7088302,0.51,,,
grpe,b2614,[o],21.798,197,glucose_minimal,3962.977557,0.51,,,
bame,b2617,,12.302,113,glucose_minimal,,0.51,,,
smpb,b2620,[o],18.269,160,glucose_minimal,,0.51,,,
csid,b2659,,37.36,325,glucose_minimal,,0.51,,,
gabd,b2661,[c],51.719,482,glucose_minimal,711.0380084,0.51,,,
gabt,b2662,[e],45.774,426,glucose_minimal,347.9860594,0.51,,,
ygau,b2665,[s],16.063,149,glucose_minimal,3955.738465,0.51,,,
stpa,b2669,[r],15.347,134,glucose_minimal,4587.601572,0.51,,,
ygam,b2672,,12.288,113,glucose_minimal,,0.51,,,
prox,b2679,[e],36.022,330,glucose_minimal,72.82103491,0.51,,,
mpra,b2684,[k],20.563,176,glucose_minimal,686.8082138,0.51,,,
emra,b2685,[v],42.736,390,glucose_minimal,107.4474473,0.51,,,
luxs,b2687,[t],19.416,171,glucose_minimal,4379.061363,0.51,,,
gsha,b2688,[h],58.269,518,glucose_minimal,107.9110137,0.51,,,
yqab,b2690,[r],20.78,188,glucose_minimal,,0.51,,,
csra,b2696,[t],6.8558,61,glucose_minimal,2958.1083,0.51,,,
alas,b2697,[j],96.031,876,glucose_minimal,1443.545815,0.51,,,
reca,b2699,[l],37.973,353,glucose_minimal,1811.406385,0.51,,,
ygad,b2700,[r],17.582,165,glucose_minimal,,0.51,,,
gutq,b2708,[m],34.031,321,glucose_minimal,,0.51,,,
rpos,b2741,[k],37.971,330,glucose_minimal,99.82763885,0.51,,,
nlpd,b2742,[m],40.149,379,glucose_minimal,,0.51,,,
pcm,b2743,,23.257,208,glucose_minimal,,0.51,,,
trud,b2745,[s],39.091,349,glucose_minimal,,0.51,,,
ispf,b2746,[i],16.897,159,glucose_minimal,801.8189949,0.51,,,
cysc,b2750,[p],22.321,201,glucose_minimal,294.845084,0.51,,,
cysn,b2751,[p],52.558,475,glucose_minimal,1524.881592,0.51,,,
cysd,b2752,[eh],35.188,302,glucose_minimal,1671.219118,0.51,,,
cysh,b2762,[eh],27.975,244,glucose_minimal,742.2025079,0.51,,,
cysi,b2763,[p],63.997,570,glucose_minimal,1793.451224,0.51,,,
cysj,b2764,[p],66.269,599,glucose_minimal,2077.037151,0.51,,,
qued,b2765,,13.773,121,glucose_minimal,,0.51,,,
quee,b2777,,25.029,223,glucose_minimal,,0.51,,,
