go_number,go_term,go_namespace,gene_name
GO:0009055,electron transfer activity,molecular_function,ydiR
GO:0016491,oxidoreductase activity,molecular_function,ydiR
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,biological_process,ydiR
GO:0071949,FAD binding,molecular_function,ydiS
GO:0055114,oxidation-reduction process,biological_process,ydiS
GO:0016491,oxidoreductase activity,molecular_function,ydiS
GO:0055114,oxidation-reduction process,biological_process,ydiT
GO:0005506,iron ion binding,molecular_function,ydiT
GO:0051536,iron-sulfur cluster binding,molecular_function,ydiT
GO:0046872,metal ion binding,molecular_function,ydiT
GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,biological_process,ydiV
GO:2000678,negative regulation of transcription regulatory region DNA binding,biological_process,ydiV
GO:0043433,negative regulation of DNA-binding transcription factor activity,biological_process,ydiV
GO:0008134,transcription factor binding,molecular_function,ydiV
GO:0005829,cytosol,cellular_component,ydjA
GO:0055114,oxidation-reduction process,biological_process,ydjA
GO:0010181,FMN binding,molecular_function,ydjA
GO:0016491,oxidoreductase activity,molecular_function,ydjA
GO:0019170,methylglyoxal reductase (NADH-dependent) activity,molecular_function,ydjG
GO:0016491,oxidoreductase activity,molecular_function,ydjG
GO:0055114,oxidation-reduction process,biological_process,ydjG
GO:0005829,cytosol,cellular_component,ydjG
GO:0046835,carbohydrate phosphorylation,biological_process,ydjH
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function,ydjH
GO:0016310,phosphorylation,biological_process,ydjH
GO:0016740,transferase activity,molecular_function,ydjH
GO:0016301,kinase activity,molecular_function,ydjH
GO:0019200,carbohydrate kinase activity,molecular_function,ydjH
GO:0016832,aldehyde-lyase activity,molecular_function,ydjI
GO:0008270,zinc ion binding,molecular_function,ydjI
GO:0005975,carbohydrate metabolic process,biological_process,ydjI
GO:0003824,catalytic activity,molecular_function,ydjI
GO:0008270,zinc ion binding,molecular_function,ydjJ
GO:0055114,oxidation-reduction process,biological_process,ydjJ
GO:0046872,metal ion binding,molecular_function,ydjJ
GO:0016491,oxidoreductase activity,molecular_function,ydjJ
GO:0006974,cellular response to DNA damage stimulus,biological_process,ydjM
GO:0005886,plasma membrane,cellular_component,ydjM
GO:0016021,integral component of membrane,cellular_component,ydjM
GO:0016020,membrane,cellular_component,ydjM
GO:0005886,plasma membrane,cellular_component,ydjX
GO:0016021,integral component of membrane,cellular_component,ydjX
GO:0016020,membrane,cellular_component,ydjX
GO:0005886,plasma membrane,cellular_component,ydjZ
GO:0016021,integral component of membrane,cellular_component,ydjZ
GO:0016020,membrane,cellular_component,ydjZ
GO:0006974,cellular response to DNA damage stimulus,biological_process,yeaD
GO:0005829,cytosol,cellular_component,yeaD
GO:0030246,carbohydrate binding,molecular_function,yeaD
GO:0005975,carbohydrate metabolic process,biological_process,yeaD
GO:0003824,catalytic activity,molecular_function,yeaD
GO:0047938,glucose-6-phosphate 1-epimerase activity,molecular_function,yeaD
GO:0016853,isomerase activity,molecular_function,yeaD
GO:0051596,methylglyoxal catabolic process,biological_process,yeaE
GO:0055114,oxidation-reduction process,biological_process,yeaE
GO:0016491,oxidoreductase activity,molecular_function,yeaE
GO:0006995,cellular response to nitrogen starvation,biological_process,yeaG
GO:0006468,protein phosphorylation,biological_process,yeaG
GO:0004672,protein kinase activity,molecular_function,yeaG
GO:0106074,aminoacyl-tRNA metabolism involved in translational fidelity,biological_process,yeaK
GO:0045903,positive regulation of translational fidelity,biological_process,yeaK
GO:0002196,Ser-tRNA(Ala) hydrolase activity,molecular_function,yeaK
GO:0002161,aminoacyl-tRNA editing activity,molecular_function,yeaK
GO:0005887,integral component of plasma membrane,cellular_component,yeaL
GO:0005886,plasma membrane,cellular_component,yeaL
GO:0016021,integral component of membrane,cellular_component,yeaL
GO:0016020,membrane,cellular_component,yeaL
GO:0005886,plasma membrane,cellular_component,yeaQ
GO:0016021,integral component of membrane,cellular_component,yeaQ
GO:0016020,membrane,cellular_component,yeaQ
GO:0055085,transmembrane transport,biological_process,yeaV
GO:0022857,transmembrane transporter activity,molecular_function,yeaV
GO:0071705,nitrogen compound transport,biological_process,yeaV
GO:0005886,plasma membrane,cellular_component,yeaV
GO:0016021,integral component of membrane,cellular_component,yeaV
GO:0016020,membrane,cellular_component,yeaV
GO:0006810,transport,biological_process,yeaV
GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function,yeaW
GO:0044237,cellular metabolic process,biological_process,yeaW
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function,yeaW
GO:0009437,carnitine metabolic process,biological_process,yeaW
GO:0042802,identical protein binding,molecular_function,yeaW
GO:0070207,protein homotrimerization,biological_process,yeaW
GO:0051536,iron-sulfur cluster binding,molecular_function,yeaW
GO:0005506,iron ion binding,molecular_function,yeaW
GO:0055114,oxidation-reduction process,biological_process,yeaW
GO:0046872,metal ion binding,molecular_function,yeaW
GO:0016491,oxidoreductase activity,molecular_function,yeaW
GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",molecular_function,yeaX
GO:0022900,electron transport chain,biological_process,yeaX
GO:0009437,carnitine metabolic process,biological_process,yeaX
GO:0009055,electron transfer activity,molecular_function,yeaX
GO:0055114,oxidation-reduction process,biological_process,yeaX
GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function,yeaX
GO:0051536,iron-sulfur cluster binding,molecular_function,yeaX
GO:0046872,metal ion binding,molecular_function,yeaX
GO:0016491,oxidoreductase activity,molecular_function,yeaX
GO:0019867,outer membrane,cellular_component,yeaY
GO:0005886,plasma membrane,cellular_component,yeaY
GO:0016020,membrane,cellular_component,yeaY
GO:0010212,response to ionizing radiation,biological_process,yebC
GO:0005829,cytosol,cellular_component,yebC
GO:0003677,DNA binding,molecular_function,yebC
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yebC
GO:0005737,cytoplasm,cellular_component,yebC
GO:0005887,integral component of plasma membrane,cellular_component,yebE
GO:0005886,plasma membrane,cellular_component,yebE
GO:0016021,integral component of membrane,cellular_component,yebE
GO:0016020,membrane,cellular_component,yebE
GO:0010165,response to X-ray,biological_process,yebG
GO:0005829,cytosol,cellular_component,yebG
GO:0006281,DNA repair,biological_process,yebG
GO:0009432,SOS response,biological_process,yebG
GO:0006974,cellular response to DNA damage stimulus,biological_process,yebK
GO:1901135,carbohydrate derivative metabolic process,biological_process,yebK
GO:0097367,carbohydrate derivative binding,molecular_function,yebK
GO:0003700,DNA-binding transcription factor activity,molecular_function,yebK
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yebK
GO:0003677,DNA binding,molecular_function,yebK
GO:0006351,"transcription, DNA-templated",biological_process,yebK
GO:0046907,intracellular transport,biological_process,yebS
GO:0061024,membrane organization,biological_process,yebS
GO:0005887,integral component of plasma membrane,cellular_component,yebS
GO:0009408,response to heat,biological_process,yebS
GO:0005886,plasma membrane,cellular_component,yebS
GO:0016021,integral component of membrane,cellular_component,yebS
GO:0016020,membrane,cellular_component,yebS
GO:0005886,plasma membrane,cellular_component,yebT
GO:0120009,intermembrane lipid transfer,biological_process,yebT
GO:0046907,intracellular transport,biological_process,yebT
GO:0042802,identical protein binding,molecular_function,yebT
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,yebT
GO:0005887,integral component of plasma membrane,cellular_component,yebT
GO:0016021,integral component of membrane,cellular_component,yebT
GO:0016020,membrane,cellular_component,yebT
GO:0006825,copper ion transport,biological_process,yebZ
GO:0005886,plasma membrane,cellular_component,yebZ
GO:0016021,integral component of membrane,cellular_component,yebZ
GO:0016020,membrane,cellular_component,yebZ
GO:0005829,cytosol,cellular_component,yecD
GO:0003824,catalytic activity,molecular_function,yecD
GO:0016787,hydrolase activity,molecular_function,yecD
GO:0005829,cytosol,cellular_component,yecM
GO:0005886,plasma membrane,cellular_component,yecN
GO:0016021,integral component of membrane,cellular_component,yecN
GO:0016020,membrane,cellular_component,yecN
GO:0055085,transmembrane transport,biological_process,yedA
GO:0022857,transmembrane transporter activity,molecular_function,yedA
GO:0005886,plasma membrane,cellular_component,yedA
GO:0016021,integral component of membrane,cellular_component,yedA
GO:0016020,membrane,cellular_component,yedA
GO:0005515,protein binding,molecular_function,yedE
GO:0006810,transport,biological_process,yedE
GO:0005887,integral component of plasma membrane,cellular_component,yedE
GO:0005886,plasma membrane,cellular_component,yedE
GO:0016021,integral component of membrane,cellular_component,yedE
GO:0016020,membrane,cellular_component,yedE
GO:0006974,cellular response to DNA damage stimulus,biological_process,yedF
GO:0005886,plasma membrane,cellular_component,yedI
GO:0016021,integral component of membrane,cellular_component,yedI
GO:0016020,membrane,cellular_component,yedI
GO:0016787,hydrolase activity,molecular_function,yedK
GO:0008233,peptidase activity,molecular_function,yedK
GO:0006508,proteolysis,biological_process,yedK
GO:0016740,transferase activity,molecular_function,yedL
GO:0016746,"transferase activity, transferring acyl groups",molecular_function,yedL
GO:0046872,metal ion binding,molecular_function,yedP
GO:0016311,dephosphorylation,biological_process,yedP
GO:0051479,mannosylglycerate biosynthetic process,biological_process,yedP
GO:0050531,mannosyl-3-phosphoglycerate phosphatase activity,molecular_function,yedP
GO:0016787,hydrolase activity,molecular_function,yedP
GO:0005737,cytoplasm,cellular_component,yedP
GO:0005829,cytosol,cellular_component,yedP
GO:0016791,phosphatase activity,molecular_function,yedP
GO:0000287,magnesium ion binding,molecular_function,yedP
GO:0042802,identical protein binding,molecular_function,yedX
GO:0033971,hydroxyisourate hydrolase activity,molecular_function,yedX
GO:0016787,hydrolase activity,molecular_function,yedX
GO:0006144,purine nucleobase metabolic process,biological_process,yedX
GO:0042597,periplasmic space,cellular_component,yedX
GO:0055085,transmembrane transport,biological_process,yeeA
GO:0022857,transmembrane transporter activity,molecular_function,yeeA
GO:0005886,plasma membrane,cellular_component,yeeA
GO:0016021,integral component of membrane,cellular_component,yeeA
GO:0016020,membrane,cellular_component,yeeA
GO:0006810,transport,biological_process,yeeA
GO:0005515,protein binding,molecular_function,yeeD
GO:0005886,plasma membrane,cellular_component,yeeE
GO:0016021,integral component of membrane,cellular_component,yeeE
GO:0016020,membrane,cellular_component,yeeE
GO:0005515,protein binding,molecular_function,yeeN
GO:0005829,cytosol,cellular_component,yeeN
GO:0003677,DNA binding,molecular_function,yeeN
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yeeN
GO:0005737,cytoplasm,cellular_component,yeeN
GO:0035442,dipeptide transmembrane transport,biological_process,yeeO
GO:0044610,FMN transmembrane transporter activity,molecular_function,yeeO
GO:0005886,plasma membrane,cellular_component,yeeO
GO:0015230,FAD transmembrane transporter activity,molecular_function,yeeO
GO:0035350,FAD transmembrane transport,biological_process,yeeO
GO:0051182,coenzyme transport,biological_process,yeeO
GO:0015833,peptide transport,biological_process,yeeO
GO:0015031,protein transport,biological_process,yeeO
GO:0055085,transmembrane transport,biological_process,yeeO
GO:1901264,carbohydrate derivative transport,biological_process,yeeO
GO:0071916,dipeptide transmembrane transporter activity,molecular_function,yeeO
GO:0015297,antiporter activity,molecular_function,yeeO
GO:0042910,xenobiotic transmembrane transporter activity,molecular_function,yeeO
GO:0006855,drug transmembrane transport,biological_process,yeeO
GO:0016021,integral component of membrane,cellular_component,yeeO
GO:0016020,membrane,cellular_component,yeeO
GO:0046872,metal ion binding,molecular_function,yeeS
GO:0016787,hydrolase activity,molecular_function,yeeS
GO:0008237,metallopeptidase activity,molecular_function,yeeS
GO:0008233,peptidase activity,molecular_function,yeeS
GO:0006508,proteolysis,biological_process,yeeS
GO:0005829,cytosol,cellular_component,yeeX
GO:0050662,coenzyme binding,molecular_function,yeeZ
GO:0003824,catalytic activity,molecular_function,yeeZ
GO:0005829,cytosol,cellular_component,yeeZ
GO:0005524,ATP binding,molecular_function,yeeZ
GO:0000166,nucleotide binding,molecular_function,yeeZ
GO:0044010,single-species biofilm formation,biological_process,yefM
GO:0003677,DNA binding,molecular_function,yefM
GO:0043565,sequence-specific DNA binding,molecular_function,yefM
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,yefM
GO:0015643,toxic substance binding,molecular_function,yefM
GO:0005524,ATP binding,molecular_function,yegD
GO:0000166,nucleotide binding,molecular_function,yegD
GO:0005829,cytosol,cellular_component,yegD
GO:0034620,cellular response to unfolded protein,biological_process,yegD
GO:0016887,ATPase activity,molecular_function,yegD
GO:0051787,misfolded protein binding,molecular_function,yegD
GO:0051082,unfolded protein binding,molecular_function,yegD
GO:0042026,protein refolding,biological_process,yegD
GO:0005737,cytoplasm,cellular_component,yegD
GO:0044183,protein folding chaperone,molecular_function,yegD
GO:0006986,response to unfolded protein,biological_process,yegD
GO:0031072,heat shock protein binding,molecular_function,yegD
GO:0051085,chaperone cofactor-dependent protein refolding,biological_process,yegD
GO:0042623,"ATPase activity, coupled",molecular_function,yegD
GO:0016740,transferase activity,molecular_function,yegI
GO:0016310,phosphorylation,biological_process,yegI
GO:0016301,kinase activity,molecular_function,yegI
GO:0000166,nucleotide binding,molecular_function,yegI
GO:0006468,protein phosphorylation,biological_process,yegI
GO:0005524,ATP binding,molecular_function,yegI
GO:0004672,protein kinase activity,molecular_function,yegI
GO:0006302,double-strand break repair,biological_process,yegP
GO:0005829,cytosol,cellular_component,yegQ
GO:0016787,hydrolase activity,molecular_function,yegQ
GO:0008233,peptidase activity,molecular_function,yegQ
GO:0006508,proteolysis,biological_process,yegQ
GO:0000287,magnesium ion binding,molecular_function,yegS
GO:0003951,NAD+ kinase activity,molecular_function,yegS
GO:0046834,lipid phosphorylation,biological_process,yegS
GO:0005515,protein binding,molecular_function,yegS
GO:0016740,transferase activity,molecular_function,yegS
GO:0016310,phosphorylation,biological_process,yegS
GO:0016301,kinase activity,molecular_function,yegS
GO:0006629,lipid metabolic process,biological_process,yegS
GO:0008654,phospholipid biosynthetic process,biological_process,yegS
GO:0005524,ATP binding,molecular_function,yegS
GO:0000166,nucleotide binding,molecular_function,yegS
GO:0046872,metal ion binding,molecular_function,yegS
GO:0005737,cytoplasm,cellular_component,yegS
GO:0001727,lipid kinase activity,molecular_function,yegS
GO:0016787,hydrolase activity,molecular_function,yegU
GO:0016773,"phosphotransferase activity, alcohol group as acceptor",molecular_function,yegV
GO:0016310,phosphorylation,biological_process,yegV
GO:0016740,transferase activity,molecular_function,yegV
GO:0016301,kinase activity,molecular_function,yegV
GO:0019200,carbohydrate kinase activity,molecular_function,yegV
GO:0003700,DNA-binding transcription factor activity,molecular_function,yegW
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yegW
GO:0003677,DNA binding,molecular_function,yegW
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,yegW
GO:0016998,cell wall macromolecule catabolic process,biological_process,yegX
GO:0009253,peptidoglycan catabolic process,biological_process,yegX
GO:0003796,lysozyme activity,molecular_function,yegX
GO:0016798,"hydrolase activity, acting on glycosyl bonds",molecular_function,yegX
GO:0016787,hydrolase activity,molecular_function,yegX
GO:0008152,metabolic process,biological_process,yegX
GO:0044275,cellular carbohydrate catabolic process,biological_process,yegX
GO:0006974,cellular response to DNA damage stimulus,biological_process,yehB
GO:0055085,transmembrane transport,biological_process,yehB
GO:0009297,pilus assembly,biological_process,yehB
GO:0043711,pilus organization,biological_process,yehB
GO:0015473,fimbrial usher porin activity,molecular_function,yehB
GO:0016021,integral component of membrane,cellular_component,yehB
GO:0016020,membrane,cellular_component,yehB
GO:0009279,cell outer membrane,cellular_component,yehB
GO:0061077,chaperone-mediated protein folding,biological_process,yehC
GO:0071555,cell wall organization,biological_process,yehC
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,yehC
GO:0006457,protein folding,biological_process,yehC
GO:0043711,pilus organization,biological_process,yehC
GO:0042597,periplasmic space,cellular_component,yehC
GO:0005515,protein binding,molecular_function,yehL
GO:0016887,ATPase activity,molecular_function,yehL
GO:0005524,ATP binding,molecular_function,yehL
GO:0005886,plasma membrane,cellular_component,yehR
GO:0016020,membrane,cellular_component,yehR
GO:0055085,transmembrane transport,biological_process,yehW
GO:0006865,amino acid transport,biological_process,yehW
GO:0031460,glycine betaine transport,biological_process,yehW
GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",cellular_component,yehW
GO:0005886,plasma membrane,cellular_component,yehW
GO:0016021,integral component of membrane,cellular_component,yehW
GO:0016020,membrane,cellular_component,yehW
GO:0006865,amino acid transport,biological_process,yehX
GO:0031459,ATPase-coupled glycine betaine transporter activity,molecular_function,yehX
GO:0031460,glycine betaine transport,biological_process,yehX
GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",cellular_component,yehX
GO:0016887,ATPase activity,molecular_function,yehX
GO:0016787,hydrolase activity,molecular_function,yehX
GO:0005524,ATP binding,molecular_function,yehX
GO:0000166,nucleotide binding,molecular_function,yehX
GO:0055085,transmembrane transport,biological_process,yehY
GO:0005515,protein binding,molecular_function,yehY
GO:0006865,amino acid transport,biological_process,yehY
GO:0031460,glycine betaine transport,biological_process,yehY
GO:0055052,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing",cellular_component,yehY
GO:0005886,plasma membrane,cellular_component,yehY
GO:0016021,integral component of membrane,cellular_component,yehY
GO:0016020,membrane,cellular_component,yehY
GO:0005886,plasma membrane,cellular_component,yeiB
GO:0016021,integral component of membrane,cellular_component,yeiB
GO:0016020,membrane,cellular_component,yeiB
GO:0042802,identical protein binding,molecular_function,yeiG
GO:0051289,protein homotetramerization,biological_process,yeiG
GO:0052689,carboxylic ester hydrolase activity,molecular_function,yeiG
GO:0016787,hydrolase activity,molecular_function,yeiG
GO:0004416,hydroxyacylglutathione hydrolase activity,molecular_function,yeiG
GO:0046294,formaldehyde catabolic process,biological_process,yeiG
GO:0018738,S-formylglutathione hydrolase activity,molecular_function,yeiG
GO:0005829,cytosol,cellular_component,yeiG
GO:0005886,plasma membrane,cellular_component,yeiH
GO:0016021,integral component of membrane,cellular_component,yeiH
GO:0016020,membrane,cellular_component,yeiH
GO:0051539,"4 iron, 4 sulfur cluster binding",molecular_function,yeiL
GO:0051536,iron-sulfur cluster binding,molecular_function,yeiL
GO:0046872,metal ion binding,molecular_function,yeiL
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yeiL
GO:0005737,cytoplasm,cellular_component,yeiL
GO:0003677,DNA binding,molecular_function,yeiL
GO:0006351,"transcription, DNA-templated",biological_process,yeiL
GO:0003700,DNA-binding transcription factor activity,molecular_function,yeiL
GO:0005829,cytosol,cellular_component,yeiL
GO:0005829,cytosol,cellular_component,yeiP
GO:0043043,peptide biosynthetic process,biological_process,yeiP
GO:0006414,translational elongation,biological_process,yeiP
GO:0005737,cytoplasm,cellular_component,yeiP
GO:0003746,translation elongation factor activity,molecular_function,yeiP
GO:0019594,mannitol metabolic process,biological_process,yeiQ
GO:0050662,coenzyme binding,molecular_function,yeiQ
GO:0003824,catalytic activity,molecular_function,yeiQ
GO:0055114,oxidation-reduction process,biological_process,yeiQ
GO:0016491,oxidoreductase activity,molecular_function,yeiQ
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",molecular_function,yeiQ
GO:0016787,hydrolase activity,molecular_function,yeiR
GO:0046872,metal ion binding,molecular_function,yeiR
GO:0005525,GTP binding,molecular_function,yeiR
GO:0000166,nucleotide binding,molecular_function,yeiR
GO:0008270,zinc ion binding,molecular_function,yeiR
GO:0003924,GTPase activity,molecular_function,yeiR
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,yejA
GO:0006857,oligopeptide transport,biological_process,yejA
GO:0055085,transmembrane transport,biological_process,yejA
GO:0030288,outer membrane-bounded periplasmic space,cellular_component,yejA
GO:0042884,microcin transport,biological_process,yejA
GO:0015833,peptide transport,biological_process,yejA
GO:1904680,peptide transmembrane transporter activity,molecular_function,yejA
GO:0035672,oligopeptide transmembrane transport,biological_process,yejB
GO:0005887,integral component of plasma membrane,cellular_component,yejB
GO:0055085,transmembrane transport,biological_process,yejB
GO:0005886,plasma membrane,cellular_component,yejB
GO:0016021,integral component of membrane,cellular_component,yejB
GO:0016020,membrane,cellular_component,yejB
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,yejB
GO:0042884,microcin transport,biological_process,yejB
GO:0055085,transmembrane transport,biological_process,yejE
GO:0005887,integral component of plasma membrane,cellular_component,yejE
GO:0035672,oligopeptide transmembrane transport,biological_process,yejE
GO:0005886,plasma membrane,cellular_component,yejE
GO:0016021,integral component of membrane,cellular_component,yejE
GO:0016020,membrane,cellular_component,yejE
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,yejE
GO:0042884,microcin transport,biological_process,yejE
GO:0005515,protein binding,molecular_function,yejF
GO:0035672,oligopeptide transmembrane transport,biological_process,yejF
GO:0005886,plasma membrane,cellular_component,yejF
GO:0015833,peptide transport,biological_process,yejF
GO:0016887,ATPase activity,molecular_function,yejF
GO:0005524,ATP binding,molecular_function,yejF
GO:0000166,nucleotide binding,molecular_function,yejF
GO:0043190,ATP-binding cassette (ABC) transporter complex,cellular_component,yejF
GO:0042884,microcin transport,biological_process,yejF
GO:0042626,ATPase-coupled transmembrane transporter activity,molecular_function,yejF
GO:0022857,transmembrane transporter activity,molecular_function,yejF
GO:0035673,oligopeptide transmembrane transporter activity,molecular_function,yejF
GO:0055085,transmembrane transport,biological_process,yejF
GO:0003727,single-stranded RNA binding,molecular_function,yejK
GO:0003690,double-stranded DNA binding,molecular_function,yejK
GO:0005515,protein binding,molecular_function,yejK
GO:0043590,bacterial nucleoid,cellular_component,yejK
GO:0042802,identical protein binding,molecular_function,yejK
GO:0009295,nucleoid,cellular_component,yejK
GO:0005737,cytoplasm,cellular_component,yejK
GO:0005829,cytosol,cellular_component,yejL
GO:0008484,sulfuric ester hydrolase activity,molecular_function,yejM
GO:0003824,catalytic activity,molecular_function,yejM
GO:0005886,plasma membrane,cellular_component,yejM
GO:0016021,integral component of membrane,cellular_component,yejM
GO:0016020,membrane,cellular_component,yejM
GO:0005829,cytosol,cellular_component,yfaA
GO:0006310,DNA recombination,biological_process,yfaD
GO:1990238,double-stranded DNA endodeoxyribonuclease activity,molecular_function,yfaD
GO:0006124,ferredoxin metabolic process,biological_process,yfaE
GO:0009055,electron transfer activity,molecular_function,yfaE
GO:0005737,cytoplasm,cellular_component,yfaE
GO:0022900,electron transport chain,biological_process,yfaE
GO:0006464,cellular protein modification process,biological_process,yfaE
GO:0030091,protein repair,biological_process,yfaE
GO:0055114,oxidation-reduction process,biological_process,yfaE
GO:0051536,iron-sulfur cluster binding,molecular_function,yfaE
GO:0046872,metal ion binding,molecular_function,yfaE
GO:0051537,"2 iron, 2 sulfur cluster binding",molecular_function,yfaE
GO:0006725,cellular aromatic compound metabolic process,biological_process,yfaU
GO:0016151,nickel cation binding,molecular_function,yfaU
GO:0016832,aldehyde-lyase activity,molecular_function,yfaU
GO:0005737,cytoplasm,cellular_component,yfaU
GO:0005515,protein binding,molecular_function,yfaU
GO:0000287,magnesium ion binding,molecular_function,yfaU
GO:0106099,2-keto-3-deoxy-L-rhamnonate aldolase activity,molecular_function,yfaU
GO:0042802,identical protein binding,molecular_function,yfaU
GO:0034214,protein hexamerization,biological_process,yfaU
GO:0046872,metal ion binding,molecular_function,yfaU
GO:0016829,lyase activity,molecular_function,yfaU
GO:0003824,catalytic activity,molecular_function,yfaU
GO:0005515,protein binding,molecular_function,yfaX
GO:0006355,"regulation of transcription, DNA-templated",biological_process,yfaX
GO:0003677,DNA binding,molecular_function,yfaX
GO:0006351,"transcription, DNA-templated",biological_process,yfaX
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process,yfaX
GO:0003700,DNA-binding transcription factor activity,molecular_function,yfaX
GO:0005887,integral component of plasma membrane,cellular_component,yfbL
GO:0016021,integral component of membrane,cellular_component,yfbL
GO:0016020,membrane,cellular_component,yfbL
GO:0004177,aminopeptidase activity,molecular_function,yfbL
GO:0006508,proteolysis,biological_process,yfbL
GO:0016791,phosphatase activity,molecular_function,yfbR
GO:0002953,5'-deoxynucleotidase activity,molecular_function,yfbR
GO:0016311,dephosphorylation,biological_process,yfbR
GO:0010139,pyrimidine deoxyribonucleotide salvage,biological_process,yfbR
GO:0042802,identical protein binding,molecular_function,yfbR
GO:0046872,metal ion binding,molecular_function,yfbR
GO:0016787,hydrolase activity,molecular_function,yfbR
GO:0050897,cobalt ion binding,molecular_function,yfbR
GO:0005737,cytoplasm,cellular_component,yfbR
GO:0000166,nucleotide binding,molecular_function,yfbR
GO:0006226,dUMP biosynthetic process,biological_process,yfbR
GO:0098655,cation transmembrane transport,biological_process,yfbS
GO:0055085,transmembrane transport,biological_process,yfbS
GO:0008324,cation transmembrane transporter activity,molecular_function,yfbS
GO:0006813,potassium ion transport,biological_process,yfbS
GO:0005886,plasma membrane,cellular_component,yfbS
GO:0016021,integral component of membrane,cellular_component,yfbS
GO:0016020,membrane,cellular_component,yfbS
GO:0006974,cellular response to DNA damage stimulus,biological_process,yfbU
GO:0005829,cytosol,cellular_component,yfbU
GO:2001251,negative regulation of chromosome organization,biological_process,yfbV
GO:0005886,plasma membrane,cellular_component,yfbV
GO:0016021,integral component of membrane,cellular_component,yfbV
GO:0016020,membrane,cellular_component,yfbV
GO:0009408,response to heat,biological_process,yfcA
GO:0005886,plasma membrane,cellular_component,yfcA
GO:0016021,integral component of membrane,cellular_component,yfcA
GO:0016020,membrane,cellular_component,yfcA
GO:0055085,transmembrane transport,biological_process,yfcC
GO:0015297,antiporter activity,molecular_function,yfcC
GO:0005886,plasma membrane,cellular_component,yfcC
GO:0016021,integral component of membrane,cellular_component,yfcC
GO:0016020,membrane,cellular_component,yfcC
GO:0005829,cytosol,cellular_component,yfcD
GO:0016817,"hydrolase activity, acting on acid anhydrides",molecular_function,yfcD
GO:0046872,metal ion binding,molecular_function,yfcD
GO:0016787,hydrolase activity,molecular_function,yfcD
GO:0005515,protein binding,molecular_function,yfcD
GO:0030145,manganese ion binding,molecular_function,yfcE
GO:0042802,identical protein binding,molecular_function,yfcE
GO:0051289,protein homotetramerization,biological_process,yfcE
GO:0008081,phosphoric diester hydrolase activity,molecular_function,yfcE
GO:0005829,cytosol,cellular_component,yfcE
GO:0046872,metal ion binding,molecular_function,yfcE
GO:0016787,hydrolase activity,molecular_function,yfcE
GO:0098869,cellular oxidant detoxification,biological_process,yfcF
GO:0016740,transferase activity,molecular_function,yfcF
GO:0055114,oxidation-reduction process,biological_process,yfcF
GO:0016491,oxidoreductase activity,molecular_function,yfcF
GO:0004601,peroxidase activity,molecular_function,yfcF
GO:0042542,response to hydrogen peroxide,biological_process,yfcF
GO:0004364,glutathione transferase activity,molecular_function,yfcF
GO:0006559,L-phenylalanine catabolic process,biological_process,yfcF
GO:0016034,maleylacetoacetate isomerase activity,molecular_function,yfcF
GO:0006749,glutathione metabolic process,biological_process,yfcF
GO:0098869,cellular oxidant detoxification,biological_process,yfcG
GO:0016491,oxidoreductase activity,molecular_function,yfcG
GO:0004601,peroxidase activity,molecular_function,yfcG
GO:0055114,oxidation-reduction process,biological_process,yfcG
GO:0015036,disulfide oxidoreductase activity,molecular_function,yfcG
GO:0006979,response to oxidative stress,biological_process,yfcG
GO:0050662,coenzyme binding,molecular_function,yfcH
GO:0003824,catalytic activity,molecular_function,yfcH
GO:0005829,cytosol,cellular_component,yfcZ
GO:0055085,transmembrane transport,biological_process,yfdC
GO:0022857,transmembrane transporter activity,molecular_function,yfdC
GO:0005886,plasma membrane,cellular_component,yfdC
GO:0016021,integral component of membrane,cellular_component,yfdC
GO:0016020,membrane,cellular_component,yfdC
GO:0015724,formate transport,biological_process,yfdC
