process_1,process_2,n_genes
Gluconeogenesis,Fimbrium biogenesis,0
Gluconeogenesis,Chromate resistance,0
Gluconeogenesis,Zinc transport,0
Gluconeogenesis,Cellulose biosynthesis,0
Gluconeogenesis,Copper transport,0
Gluconeogenesis,Autoinducer synthesis,0
Gluconeogenesis,Bacterial flagellum protein export,0
Gluconeogenesis,Exopolysaccharide synthesis,0
Gluconeogenesis,Ammonia transport,0
Gluconeogenesis,Virus entry into host cell,0
Gluconeogenesis,Viral genome integration,0
Gluconeogenesis,Purine metabolism,0
Gluconeogenesis,PHB biosynthesis,0
Gluconeogenesis,Polysaccharide degradation,0
Gluconeogenesis,Xylan degradation,0
Conjugation,Nucleotide biosynthesis,0
Conjugation,Molybdenum cofactor biosynthesis,0
Conjugation,Transcription antitermination,0
Conjugation,Pantothenate biosynthesis,0
Conjugation,Queuosine biosynthesis,0
Conjugation,Riboflavin biosynthesis,0
Conjugation,Transcription termination,0
Conjugation,mRNA processing,0
Conjugation,Translocation,0
Conjugation,Tryptophan catabolism,0
Conjugation,Menaquinone biosynthesis,0
Conjugation,Chromosome partition,0
Conjugation,DNA integration,0
Conjugation,Virulence,0
Conjugation,Lipid degradation,0
Conjugation,Cell adhesion,0
Conjugation,Iron storage,0
Conjugation,Cysteine biosynthesis,0
Conjugation,Cobalamin biosynthesis,0
Conjugation,Phenylalanine biosynthesis,0
Conjugation,Phosphate transport,0
Conjugation,Purine salvage,0
Conjugation,Fucose metabolism,0
Conjugation,Galactitol metabolism,0
Conjugation,Serine biosynthesis,0
Conjugation,Cytosine metabolism,0
Conjugation,Peptide transport,0
Conjugation,Arsenical resistance,0
Conjugation,Plasmid copy control,0
Conjugation,Respiratory chain,0
Conjugation,Methotrexate resistance,0
Conjugation,Trimethoprim resistance,0
Conjugation,DNA condensation,0
Conjugation,Flagellar rotation,0
Conjugation,Quorum sensing,0
Conjugation,Deoxyribonucleotide synthesis,0
Conjugation,Detoxification,0
Conjugation,Heme biosynthesis,0
Conjugation,Isoprene biosynthesis,0
Conjugation,Enterobactin biosynthesis,0
Conjugation,Sulfate transport,0
Conjugation,Bacterial flagellum biogenesis,0
Conjugation,Bile acid catabolism,0
Conjugation,Steroid metabolism,0
Conjugation,Nickel transport,0
Conjugation,Nitrogen fixation,0
Conjugation,Thiamine biosynthesis,0
Conjugation,Toxin-antitoxin system,0
Conjugation,Transposition,0
Conjugation,Lipid transport,0
Conjugation,Hydrogen peroxide,0
Conjugation,Capsule biogenesis/degradation,0
Conjugation,Putrescine biosynthesis,0
Conjugation,Maltose metabolism,0
Conjugation,DNA synthesis,0
Conjugation,Oxygen transport,0
Conjugation,Arginine metabolism,0
Conjugation,Tellurium resistance,0
Conjugation,Ascorbate biosynthesis,0
Conjugation,Fimbrium biogenesis,0
Conjugation,Chromate resistance,0
Conjugation,Zinc transport,0
Conjugation,Cellulose biosynthesis,0
Conjugation,Copper transport,0
Conjugation,Autoinducer synthesis,0
Conjugation,Bacterial flagellum protein export,0
Conjugation,Exopolysaccharide synthesis,0
Conjugation,Ammonia transport,0
Conjugation,Virus entry into host cell,0
Conjugation,Viral genome integration,0
Conjugation,Purine metabolism,0
Conjugation,PHB biosynthesis,0
Conjugation,Polysaccharide degradation,0
Conjugation,Xylan degradation,0
Nucleotide biosynthesis,Molybdenum cofactor biosynthesis,0
Nucleotide biosynthesis,Transcription antitermination,0
Nucleotide biosynthesis,Pantothenate biosynthesis,0
Nucleotide biosynthesis,Queuosine biosynthesis,0
Nucleotide biosynthesis,Riboflavin biosynthesis,0
Nucleotide biosynthesis,Transcription termination,0
Nucleotide biosynthesis,mRNA processing,0
Nucleotide biosynthesis,Translocation,0
Nucleotide biosynthesis,Tryptophan catabolism,0
Nucleotide biosynthesis,Menaquinone biosynthesis,0
Nucleotide biosynthesis,Chromosome partition,0
Nucleotide biosynthesis,DNA integration,0
Nucleotide biosynthesis,Virulence,0
Nucleotide biosynthesis,Lipid degradation,0
Nucleotide biosynthesis,Cell adhesion,0
Nucleotide biosynthesis,Iron storage,0
Nucleotide biosynthesis,Cysteine biosynthesis,0
Nucleotide biosynthesis,Cobalamin biosynthesis,0
Nucleotide biosynthesis,Phenylalanine biosynthesis,0
Nucleotide biosynthesis,Phosphate transport,0
Nucleotide biosynthesis,Purine salvage,0
Nucleotide biosynthesis,Fucose metabolism,0
Nucleotide biosynthesis,Galactitol metabolism,0
Nucleotide biosynthesis,Serine biosynthesis,0
Nucleotide biosynthesis,Cytosine metabolism,0
Nucleotide biosynthesis,Peptide transport,0
Nucleotide biosynthesis,Arsenical resistance,0
Nucleotide biosynthesis,Plasmid copy control,0
Nucleotide biosynthesis,Respiratory chain,0
Nucleotide biosynthesis,Methotrexate resistance,0
Nucleotide biosynthesis,Trimethoprim resistance,0
Nucleotide biosynthesis,DNA condensation,0
Nucleotide biosynthesis,Flagellar rotation,0
Nucleotide biosynthesis,Quorum sensing,0
Nucleotide biosynthesis,Deoxyribonucleotide synthesis,0
Nucleotide biosynthesis,Detoxification,0
Nucleotide biosynthesis,Heme biosynthesis,0
Nucleotide biosynthesis,Isoprene biosynthesis,0
Nucleotide biosynthesis,Enterobactin biosynthesis,0
Nucleotide biosynthesis,Sulfate transport,0
Nucleotide biosynthesis,Bacterial flagellum biogenesis,0
Nucleotide biosynthesis,Bile acid catabolism,0
Nucleotide biosynthesis,Steroid metabolism,0
Nucleotide biosynthesis,Nickel transport,0
Nucleotide biosynthesis,Nitrogen fixation,0
Nucleotide biosynthesis,Thiamine biosynthesis,0
Nucleotide biosynthesis,Toxin-antitoxin system,0
Nucleotide biosynthesis,Transposition,0
Nucleotide biosynthesis,Lipid transport,0
Nucleotide biosynthesis,Hydrogen peroxide,0
Nucleotide biosynthesis,Capsule biogenesis/degradation,0
Nucleotide biosynthesis,Putrescine biosynthesis,0
Nucleotide biosynthesis,Maltose metabolism,0
Nucleotide biosynthesis,DNA synthesis,0
Nucleotide biosynthesis,Oxygen transport,0
Nucleotide biosynthesis,Arginine metabolism,0
Nucleotide biosynthesis,Tellurium resistance,0
Nucleotide biosynthesis,Ascorbate biosynthesis,0
Nucleotide biosynthesis,Fimbrium biogenesis,0
Nucleotide biosynthesis,Chromate resistance,0
Nucleotide biosynthesis,Zinc transport,0
Nucleotide biosynthesis,Cellulose biosynthesis,0
Nucleotide biosynthesis,Copper transport,0
Nucleotide biosynthesis,Autoinducer synthesis,0
Nucleotide biosynthesis,Bacterial flagellum protein export,0
Nucleotide biosynthesis,Exopolysaccharide synthesis,0
Nucleotide biosynthesis,Ammonia transport,0
Nucleotide biosynthesis,Virus entry into host cell,0
Nucleotide biosynthesis,Viral genome integration,0
Nucleotide biosynthesis,Purine metabolism,0
Nucleotide biosynthesis,PHB biosynthesis,0
Nucleotide biosynthesis,Polysaccharide degradation,0
Nucleotide biosynthesis,Xylan degradation,0
Molybdenum cofactor biosynthesis,Transcription antitermination,0
Molybdenum cofactor biosynthesis,Pantothenate biosynthesis,0
Molybdenum cofactor biosynthesis,Queuosine biosynthesis,0
Molybdenum cofactor biosynthesis,Riboflavin biosynthesis,0
Molybdenum cofactor biosynthesis,Transcription termination,0
Molybdenum cofactor biosynthesis,mRNA processing,0
Molybdenum cofactor biosynthesis,Translocation,0
Molybdenum cofactor biosynthesis,Tryptophan catabolism,0
Molybdenum cofactor biosynthesis,Menaquinone biosynthesis,0
Molybdenum cofactor biosynthesis,Chromosome partition,0
Molybdenum cofactor biosynthesis,DNA integration,0
Molybdenum cofactor biosynthesis,Virulence,0
Molybdenum cofactor biosynthesis,Lipid degradation,0
Molybdenum cofactor biosynthesis,Cell adhesion,0
Molybdenum cofactor biosynthesis,Iron storage,0
Molybdenum cofactor biosynthesis,Cysteine biosynthesis,0
Molybdenum cofactor biosynthesis,Cobalamin biosynthesis,0
Molybdenum cofactor biosynthesis,Phenylalanine biosynthesis,0
Molybdenum cofactor biosynthesis,Phosphate transport,0
Molybdenum cofactor biosynthesis,Purine salvage,0
Molybdenum cofactor biosynthesis,Fucose metabolism,0
Molybdenum cofactor biosynthesis,Galactitol metabolism,0
Molybdenum cofactor biosynthesis,Serine biosynthesis,0
Molybdenum cofactor biosynthesis,Cytosine metabolism,0
Molybdenum cofactor biosynthesis,Peptide transport,0
Molybdenum cofactor biosynthesis,Arsenical resistance,0
Molybdenum cofactor biosynthesis,Plasmid copy control,0
Molybdenum cofactor biosynthesis,Respiratory chain,0
Molybdenum cofactor biosynthesis,Methotrexate resistance,0
Molybdenum cofactor biosynthesis,Trimethoprim resistance,0
Molybdenum cofactor biosynthesis,DNA condensation,0
Molybdenum cofactor biosynthesis,Flagellar rotation,0
Molybdenum cofactor biosynthesis,Quorum sensing,0
Molybdenum cofactor biosynthesis,Deoxyribonucleotide synthesis,0
Molybdenum cofactor biosynthesis,Detoxification,0
Molybdenum cofactor biosynthesis,Heme biosynthesis,0
Molybdenum cofactor biosynthesis,Isoprene biosynthesis,0
Molybdenum cofactor biosynthesis,Enterobactin biosynthesis,0
Molybdenum cofactor biosynthesis,Sulfate transport,0
Molybdenum cofactor biosynthesis,Bacterial flagellum biogenesis,0
Molybdenum cofactor biosynthesis,Bile acid catabolism,0
Molybdenum cofactor biosynthesis,Steroid metabolism,0
Molybdenum cofactor biosynthesis,Nickel transport,0
Molybdenum cofactor biosynthesis,Nitrogen fixation,0
Molybdenum cofactor biosynthesis,Thiamine biosynthesis,0
Molybdenum cofactor biosynthesis,Toxin-antitoxin system,0
Molybdenum cofactor biosynthesis,Transposition,0
Molybdenum cofactor biosynthesis,Lipid transport,0
Molybdenum cofactor biosynthesis,Hydrogen peroxide,0
Molybdenum cofactor biosynthesis,Capsule biogenesis/degradation,0
Molybdenum cofactor biosynthesis,Putrescine biosynthesis,0
Molybdenum cofactor biosynthesis,Maltose metabolism,0
Molybdenum cofactor biosynthesis,DNA synthesis,0
Molybdenum cofactor biosynthesis,Oxygen transport,0
Molybdenum cofactor biosynthesis,Arginine metabolism,0
Molybdenum cofactor biosynthesis,Tellurium resistance,0
Molybdenum cofactor biosynthesis,Ascorbate biosynthesis,0
Molybdenum cofactor biosynthesis,Fimbrium biogenesis,0
Molybdenum cofactor biosynthesis,Chromate resistance,0
Molybdenum cofactor biosynthesis,Zinc transport,0
Molybdenum cofactor biosynthesis,Cellulose biosynthesis,0
Molybdenum cofactor biosynthesis,Copper transport,0
Molybdenum cofactor biosynthesis,Autoinducer synthesis,0
Molybdenum cofactor biosynthesis,Bacterial flagellum protein export,0
Molybdenum cofactor biosynthesis,Exopolysaccharide synthesis,0
Molybdenum cofactor biosynthesis,Ammonia transport,0
Molybdenum cofactor biosynthesis,Virus entry into host cell,0
Molybdenum cofactor biosynthesis,Viral genome integration,0
Molybdenum cofactor biosynthesis,Purine metabolism,0
Molybdenum cofactor biosynthesis,PHB biosynthesis,0
Molybdenum cofactor biosynthesis,Polysaccharide degradation,0
Molybdenum cofactor biosynthesis,Xylan degradation,0
Transcription antitermination,Pantothenate biosynthesis,0
Transcription antitermination,Queuosine biosynthesis,0
Transcription antitermination,Riboflavin biosynthesis,0
Transcription antitermination,Transcription termination,2
Transcription antitermination,mRNA processing,0
Transcription antitermination,Translocation,0
Transcription antitermination,Tryptophan catabolism,0
Transcription antitermination,Menaquinone biosynthesis,0
Transcription antitermination,Chromosome partition,0
Transcription antitermination,DNA integration,0
Transcription antitermination,Virulence,0
Transcription antitermination,Lipid degradation,0
Transcription antitermination,Cell adhesion,0
Transcription antitermination,Iron storage,0
Transcription antitermination,Cysteine biosynthesis,0
Transcription antitermination,Cobalamin biosynthesis,0
Transcription antitermination,Phenylalanine biosynthesis,0
Transcription antitermination,Phosphate transport,0
Transcription antitermination,Purine salvage,0
Transcription antitermination,Fucose metabolism,0
Transcription antitermination,Galactitol metabolism,0
Transcription antitermination,Serine biosynthesis,0
Transcription antitermination,Cytosine metabolism,0
Transcription antitermination,Peptide transport,0
Transcription antitermination,Arsenical resistance,0
Transcription antitermination,Plasmid copy control,0
Transcription antitermination,Respiratory chain,0
Transcription antitermination,Methotrexate resistance,0
Transcription antitermination,Trimethoprim resistance,0
Transcription antitermination,DNA condensation,0
Transcription antitermination,Flagellar rotation,0
Transcription antitermination,Quorum sensing,0
Transcription antitermination,Deoxyribonucleotide synthesis,0
Transcription antitermination,Detoxification,0
Transcription antitermination,Heme biosynthesis,0
Transcription antitermination,Isoprene biosynthesis,0
Transcription antitermination,Enterobactin biosynthesis,0
Transcription antitermination,Sulfate transport,0
Transcription antitermination,Bacterial flagellum biogenesis,0
Transcription antitermination,Bile acid catabolism,0
Transcription antitermination,Steroid metabolism,0
Transcription antitermination,Nickel transport,0
Transcription antitermination,Nitrogen fixation,0
Transcription antitermination,Thiamine biosynthesis,0
Transcription antitermination,Toxin-antitoxin system,0
Transcription antitermination,Transposition,0
Transcription antitermination,Lipid transport,0
Transcription antitermination,Hydrogen peroxide,0
Transcription antitermination,Capsule biogenesis/degradation,0
Transcription antitermination,Putrescine biosynthesis,0
Transcription antitermination,Maltose metabolism,0
Transcription antitermination,DNA synthesis,0
Transcription antitermination,Oxygen transport,0
Transcription antitermination,Arginine metabolism,0
Transcription antitermination,Tellurium resistance,0
Transcription antitermination,Ascorbate biosynthesis,0
Transcription antitermination,Fimbrium biogenesis,0
Transcription antitermination,Chromate resistance,0
Transcription antitermination,Zinc transport,0
Transcription antitermination,Cellulose biosynthesis,0
Transcription antitermination,Copper transport,0
Transcription antitermination,Autoinducer synthesis,0
Transcription antitermination,Bacterial flagellum protein export,0
Transcription antitermination,Exopolysaccharide synthesis,0
Transcription antitermination,Ammonia transport,0
Transcription antitermination,Virus entry into host cell,0
Transcription antitermination,Viral genome integration,0
Transcription antitermination,Purine metabolism,0
Transcription antitermination,PHB biosynthesis,0
Transcription antitermination,Polysaccharide degradation,0
Transcription antitermination,Xylan degradation,0
Pantothenate biosynthesis,Queuosine biosynthesis,0
Pantothenate biosynthesis,Riboflavin biosynthesis,0
Pantothenate biosynthesis,Transcription termination,0
Pantothenate biosynthesis,mRNA processing,0
Pantothenate biosynthesis,Translocation,0
Pantothenate biosynthesis,Tryptophan catabolism,0
Pantothenate biosynthesis,Menaquinone biosynthesis,0
Pantothenate biosynthesis,Chromosome partition,0
Pantothenate biosynthesis,DNA integration,0
Pantothenate biosynthesis,Virulence,0
Pantothenate biosynthesis,Lipid degradation,0
Pantothenate biosynthesis,Cell adhesion,0
Pantothenate biosynthesis,Iron storage,0
Pantothenate biosynthesis,Cysteine biosynthesis,0
Pantothenate biosynthesis,Cobalamin biosynthesis,0
Pantothenate biosynthesis,Phenylalanine biosynthesis,0
Pantothenate biosynthesis,Phosphate transport,0
Pantothenate biosynthesis,Purine salvage,0
Pantothenate biosynthesis,Fucose metabolism,0
Pantothenate biosynthesis,Galactitol metabolism,0
Pantothenate biosynthesis,Serine biosynthesis,0
Pantothenate biosynthesis,Cytosine metabolism,0
Pantothenate biosynthesis,Peptide transport,0
Pantothenate biosynthesis,Arsenical resistance,0
Pantothenate biosynthesis,Plasmid copy control,0
Pantothenate biosynthesis,Respiratory chain,0
Pantothenate biosynthesis,Methotrexate resistance,0
Pantothenate biosynthesis,Trimethoprim resistance,0
Pantothenate biosynthesis,DNA condensation,0
Pantothenate biosynthesis,Flagellar rotation,0
Pantothenate biosynthesis,Quorum sensing,0
Pantothenate biosynthesis,Deoxyribonucleotide synthesis,0
Pantothenate biosynthesis,Detoxification,0
Pantothenate biosynthesis,Heme biosynthesis,0
Pantothenate biosynthesis,Isoprene biosynthesis,0
Pantothenate biosynthesis,Enterobactin biosynthesis,0
Pantothenate biosynthesis,Sulfate transport,0
Pantothenate biosynthesis,Bacterial flagellum biogenesis,0
Pantothenate biosynthesis,Bile acid catabolism,0
Pantothenate biosynthesis,Steroid metabolism,0
Pantothenate biosynthesis,Nickel transport,0
Pantothenate biosynthesis,Nitrogen fixation,0
Pantothenate biosynthesis,Thiamine biosynthesis,0
Pantothenate biosynthesis,Toxin-antitoxin system,0
Pantothenate biosynthesis,Transposition,0
Pantothenate biosynthesis,Lipid transport,0
Pantothenate biosynthesis,Hydrogen peroxide,0
Pantothenate biosynthesis,Capsule biogenesis/degradation,0
Pantothenate biosynthesis,Putrescine biosynthesis,0
Pantothenate biosynthesis,Maltose metabolism,0
Pantothenate biosynthesis,DNA synthesis,0
Pantothenate biosynthesis,Oxygen transport,0
Pantothenate biosynthesis,Arginine metabolism,0
Pantothenate biosynthesis,Tellurium resistance,0
Pantothenate biosynthesis,Ascorbate biosynthesis,0
Pantothenate biosynthesis,Fimbrium biogenesis,0
Pantothenate biosynthesis,Chromate resistance,0
Pantothenate biosynthesis,Zinc transport,0
Pantothenate biosynthesis,Cellulose biosynthesis,0
Pantothenate biosynthesis,Copper transport,0
Pantothenate biosynthesis,Autoinducer synthesis,0
Pantothenate biosynthesis,Bacterial flagellum protein export,0
Pantothenate biosynthesis,Exopolysaccharide synthesis,0
Pantothenate biosynthesis,Ammonia transport,0
Pantothenate biosynthesis,Virus entry into host cell,0
Pantothenate biosynthesis,Viral genome integration,0
Pantothenate biosynthesis,Purine metabolism,0
Pantothenate biosynthesis,PHB biosynthesis,0
Pantothenate biosynthesis,Polysaccharide degradation,0
Pantothenate biosynthesis,Xylan degradation,0
Queuosine biosynthesis,Riboflavin biosynthesis,0
Queuosine biosynthesis,Transcription termination,0
Queuosine biosynthesis,mRNA processing,0
Queuosine biosynthesis,Translocation,0
Queuosine biosynthesis,Tryptophan catabolism,0
Queuosine biosynthesis,Menaquinone biosynthesis,0
Queuosine biosynthesis,Chromosome partition,0
Queuosine biosynthesis,DNA integration,0
Queuosine biosynthesis,Virulence,0
Queuosine biosynthesis,Lipid degradation,0
Queuosine biosynthesis,Cell adhesion,0
Queuosine biosynthesis,Iron storage,0
Queuosine biosynthesis,Cysteine biosynthesis,0
Queuosine biosynthesis,Cobalamin biosynthesis,0
Queuosine biosynthesis,Phenylalanine biosynthesis,0
Queuosine biosynthesis,Phosphate transport,0
Queuosine biosynthesis,Purine salvage,0
Queuosine biosynthesis,Fucose metabolism,0
Queuosine biosynthesis,Galactitol metabolism,0
Queuosine biosynthesis,Serine biosynthesis,0
Queuosine biosynthesis,Cytosine metabolism,0
Queuosine biosynthesis,Peptide transport,0
Queuosine biosynthesis,Arsenical resistance,0
Queuosine biosynthesis,Plasmid copy control,0
Queuosine biosynthesis,Respiratory chain,0
Queuosine biosynthesis,Methotrexate resistance,0
Queuosine biosynthesis,Trimethoprim resistance,0
Queuosine biosynthesis,DNA condensation,0
Queuosine biosynthesis,Flagellar rotation,0
Queuosine biosynthesis,Quorum sensing,0
Queuosine biosynthesis,Deoxyribonucleotide synthesis,0
Queuosine biosynthesis,Detoxification,0
Queuosine biosynthesis,Heme biosynthesis,0
Queuosine biosynthesis,Isoprene biosynthesis,0
Queuosine biosynthesis,Enterobactin biosynthesis,0
Queuosine biosynthesis,Sulfate transport,0
Queuosine biosynthesis,Bacterial flagellum biogenesis,0
Queuosine biosynthesis,Bile acid catabolism,0
Queuosine biosynthesis,Steroid metabolism,0
Queuosine biosynthesis,Nickel transport,0
Queuosine biosynthesis,Nitrogen fixation,0
Queuosine biosynthesis,Thiamine biosynthesis,0
Queuosine biosynthesis,Toxin-antitoxin system,0
Queuosine biosynthesis,Transposition,0
Queuosine biosynthesis,Lipid transport,0
Queuosine biosynthesis,Hydrogen peroxide,0
Queuosine biosynthesis,Capsule biogenesis/degradation,0
Queuosine biosynthesis,Putrescine biosynthesis,0
Queuosine biosynthesis,Maltose metabolism,0
Queuosine biosynthesis,DNA synthesis,0
Queuosine biosynthesis,Oxygen transport,0
Queuosine biosynthesis,Arginine metabolism,0
Queuosine biosynthesis,Tellurium resistance,0
Queuosine biosynthesis,Ascorbate biosynthesis,0
Queuosine biosynthesis,Fimbrium biogenesis,0
Queuosine biosynthesis,Chromate resistance,0
Queuosine biosynthesis,Zinc transport,0
Queuosine biosynthesis,Cellulose biosynthesis,0
Queuosine biosynthesis,Copper transport,0
Queuosine biosynthesis,Autoinducer synthesis,0
Queuosine biosynthesis,Bacterial flagellum protein export,0
Queuosine biosynthesis,Exopolysaccharide synthesis,0
Queuosine biosynthesis,Ammonia transport,0
Queuosine biosynthesis,Virus entry into host cell,0
Queuosine biosynthesis,Viral genome integration,0
Queuosine biosynthesis,Purine metabolism,0
Queuosine biosynthesis,PHB biosynthesis,0
Queuosine biosynthesis,Polysaccharide degradation,0
Queuosine biosynthesis,Xylan degradation,0
Riboflavin biosynthesis,Transcription termination,0
Riboflavin biosynthesis,mRNA processing,0
Riboflavin biosynthesis,Translocation,0
Riboflavin biosynthesis,Tryptophan catabolism,0
Riboflavin biosynthesis,Menaquinone biosynthesis,0
Riboflavin biosynthesis,Chromosome partition,0
Riboflavin biosynthesis,DNA integration,0
Riboflavin biosynthesis,Virulence,0
Riboflavin biosynthesis,Lipid degradation,0
Riboflavin biosynthesis,Cell adhesion,0
Riboflavin biosynthesis,Iron storage,0
Riboflavin biosynthesis,Cysteine biosynthesis,0
Riboflavin biosynthesis,Cobalamin biosynthesis,0
Riboflavin biosynthesis,Phenylalanine biosynthesis,0
Riboflavin biosynthesis,Phosphate transport,0
Riboflavin biosynthesis,Purine salvage,0
Riboflavin biosynthesis,Fucose metabolism,0
Riboflavin biosynthesis,Galactitol metabolism,0
Riboflavin biosynthesis,Serine biosynthesis,0
Riboflavin biosynthesis,Cytosine metabolism,0
Riboflavin biosynthesis,Peptide transport,0
Riboflavin biosynthesis,Arsenical resistance,0
Riboflavin biosynthesis,Plasmid copy control,0
Riboflavin biosynthesis,Respiratory chain,0
Riboflavin biosynthesis,Methotrexate resistance,0
Riboflavin biosynthesis,Trimethoprim resistance,0
Riboflavin biosynthesis,DNA condensation,0
Riboflavin biosynthesis,Flagellar rotation,0
Riboflavin biosynthesis,Quorum sensing,0
Riboflavin biosynthesis,Deoxyribonucleotide synthesis,0
Riboflavin biosynthesis,Detoxification,0
Riboflavin biosynthesis,Heme biosynthesis,0
Riboflavin biosynthesis,Isoprene biosynthesis,0
Riboflavin biosynthesis,Enterobactin biosynthesis,0
Riboflavin biosynthesis,Sulfate transport,0
Riboflavin biosynthesis,Bacterial flagellum biogenesis,0
Riboflavin biosynthesis,Bile acid catabolism,0
Riboflavin biosynthesis,Steroid metabolism,0
Riboflavin biosynthesis,Nickel transport,0
Riboflavin biosynthesis,Nitrogen fixation,0
Riboflavin biosynthesis,Thiamine biosynthesis,0
Riboflavin biosynthesis,Toxin-antitoxin system,0
Riboflavin biosynthesis,Transposition,0
Riboflavin biosynthesis,Lipid transport,0
Riboflavin biosynthesis,Hydrogen peroxide,0
Riboflavin biosynthesis,Capsule biogenesis/degradation,0
Riboflavin biosynthesis,Putrescine biosynthesis,0
Riboflavin biosynthesis,Maltose metabolism,0
Riboflavin biosynthesis,DNA synthesis,0
Riboflavin biosynthesis,Oxygen transport,0
Riboflavin biosynthesis,Arginine metabolism,0
Riboflavin biosynthesis,Tellurium resistance,0
Riboflavin biosynthesis,Ascorbate biosynthesis,0
Riboflavin biosynthesis,Fimbrium biogenesis,0
Riboflavin biosynthesis,Chromate resistance,0
Riboflavin biosynthesis,Zinc transport,0
Riboflavin biosynthesis,Cellulose biosynthesis,0
Riboflavin biosynthesis,Copper transport,0
Riboflavin biosynthesis,Autoinducer synthesis,0
Riboflavin biosynthesis,Bacterial flagellum protein export,0
Riboflavin biosynthesis,Exopolysaccharide synthesis,0
Riboflavin biosynthesis,Ammonia transport,0
Riboflavin biosynthesis,Virus entry into host cell,0
Riboflavin biosynthesis,Viral genome integration,0
Riboflavin biosynthesis,Purine metabolism,0
Riboflavin biosynthesis,PHB biosynthesis,0
Riboflavin biosynthesis,Polysaccharide degradation,0
Riboflavin biosynthesis,Xylan degradation,0
Transcription termination,mRNA processing,0
Transcription termination,Translocation,0
Transcription termination,Tryptophan catabolism,0
Transcription termination,Menaquinone biosynthesis,0
Transcription termination,Chromosome partition,0
Transcription termination,DNA integration,0
Transcription termination,Virulence,0
Transcription termination,Lipid degradation,0
Transcription termination,Cell adhesion,0
Transcription termination,Iron storage,0
Transcription termination,Cysteine biosynthesis,0
Transcription termination,Cobalamin biosynthesis,0
Transcription termination,Phenylalanine biosynthesis,0
Transcription termination,Phosphate transport,0
Transcription termination,Purine salvage,0
Transcription termination,Fucose metabolism,0
Transcription termination,Galactitol metabolism,0
Transcription termination,Serine biosynthesis,0
Transcription termination,Cytosine metabolism,0
Transcription termination,Peptide transport,0
Transcription termination,Arsenical resistance,0
Transcription termination,Plasmid copy control,0
Transcription termination,Respiratory chain,0
Transcription termination,Methotrexate resistance,0
Transcription termination,Trimethoprim resistance,0
Transcription termination,DNA condensation,0
Transcription termination,Flagellar rotation,0
Transcription termination,Quorum sensing,0
Transcription termination,Deoxyribonucleotide synthesis,0
Transcription termination,Detoxification,0
Transcription termination,Heme biosynthesis,0
Transcription termination,Isoprene biosynthesis,0
Transcription termination,Enterobactin biosynthesis,0
Transcription termination,Sulfate transport,0
Transcription termination,Bacterial flagellum biogenesis,0
Transcription termination,Bile acid catabolism,0
Transcription termination,Steroid metabolism,0
Transcription termination,Nickel transport,0
Transcription termination,Nitrogen fixation,0
Transcription termination,Thiamine biosynthesis,0
Transcription termination,Toxin-antitoxin system,0
Transcription termination,Transposition,0
Transcription termination,Lipid transport,0
Transcription termination,Hydrogen peroxide,0
Transcription termination,Capsule biogenesis/degradation,0
Transcription termination,Putrescine biosynthesis,0
Transcription termination,Maltose metabolism,0
Transcription termination,DNA synthesis,0
Transcription termination,Oxygen transport,0
Transcription termination,Arginine metabolism,0
Transcription termination,Tellurium resistance,0
Transcription termination,Ascorbate biosynthesis,0
Transcription termination,Fimbrium biogenesis,0
Transcription termination,Chromate resistance,0
Transcription termination,Zinc transport,0
Transcription termination,Cellulose biosynthesis,0
Transcription termination,Copper transport,0
Transcription termination,Autoinducer synthesis,0
Transcription termination,Bacterial flagellum protein export,0
Transcription termination,Exopolysaccharide synthesis,0
Transcription termination,Ammonia transport,0
Transcription termination,Virus entry into host cell,0
Transcription termination,Viral genome integration,0
Transcription termination,Purine metabolism,0
Transcription termination,PHB biosynthesis,0
Transcription termination,Polysaccharide degradation,0
Transcription termination,Xylan degradation,0
mRNA processing,Translocation,0
mRNA processing,Tryptophan catabolism,0
mRNA processing,Menaquinone biosynthesis,0
mRNA processing,Chromosome partition,0
mRNA processing,DNA integration,0
mRNA processing,Virulence,0
mRNA processing,Lipid degradation,0
mRNA processing,Cell adhesion,0
mRNA processing,Iron storage,0
mRNA processing,Cysteine biosynthesis,0
mRNA processing,Cobalamin biosynthesis,0
mRNA processing,Phenylalanine biosynthesis,0
mRNA processing,Phosphate transport,0
mRNA processing,Purine salvage,0
mRNA processing,Fucose metabolism,0
mRNA processing,Galactitol metabolism,0
mRNA processing,Serine biosynthesis,0
mRNA processing,Cytosine metabolism,0
mRNA processing,Peptide transport,0
mRNA processing,Arsenical resistance,0
mRNA processing,Plasmid copy control,1
mRNA processing,Respiratory chain,0
mRNA processing,Methotrexate resistance,0
mRNA processing,Trimethoprim resistance,0
mRNA processing,DNA condensation,0
mRNA processing,Flagellar rotation,0
mRNA processing,Quorum sensing,0
mRNA processing,Deoxyribonucleotide synthesis,0
mRNA processing,Detoxification,0
mRNA processing,Heme biosynthesis,0
mRNA processing,Isoprene biosynthesis,0
mRNA processing,Enterobactin biosynthesis,0
mRNA processing,Sulfate transport,0
mRNA processing,Bacterial flagellum biogenesis,0
mRNA processing,Bile acid catabolism,0
mRNA processing,Steroid metabolism,0
mRNA processing,Nickel transport,0
mRNA processing,Nitrogen fixation,0
mRNA processing,Thiamine biosynthesis,0
mRNA processing,Toxin-antitoxin system,0
mRNA processing,Transposition,0
