,complex,gene,object_id
1139,phenylalanine$\mdash$tRNA ligase,pheT,PHES-CPLX
1140,cryptic phosphonate/phosphate ABC transporter,phnC,ABC-23-CPLX
1141,cryptic phosphonate/phosphate ABC transporter,phnE,ABC-23-CPLX
1142,cryptic phosphonate/phosphate ABC transporter,phnD,ABC-23-CPLX
1143,carbon-phosphorus lyase core complex,phnJ,CPLX0-7935
1144,carbon-phosphorus lyase core complex,phnI,CPLX0-7935
1145,carbon-phosphorus lyase core complex,phnH,CPLX0-7935
1146,carbon-phosphorus lyase core complex,phnG,CPLX0-7935
1147,methylphosphonate degradation complex,phnL,CPLX0-7958
1148,methylphosphonate degradation complex,phnH,CPLX0-7958
1149,methylphosphonate degradation complex,phnG,CPLX0-7958
1150,methylphosphonate degradation complex,phnI,CPLX0-7958
1151,"5-phospho-$\alpha$-D-ribosyl 1,2-cyclic phosphate phosphodiesterase",phnP,CPLX0-7936
1152,alkaline phosphatase,phoA,ALKAPHOSPHA-CPLX
1153,outer membrane porin PhoE,phoE,CPLX0-7530
1154,PhoQ-{\it N}-phospho-L-histidine,phoQ,PHOSPHO-PHOQ
1155,PhoR-{\it N}-phospho-L-histidine,phoR,PHOSPHO-PHOR
1156,phosphate signaling protein PhoU,phoU,CPLX0-8113
1157,outer membrane phospholipase A,pldA,CPLX0-7944
1158,NMN aminohydrolase,pncC,CPLXECOLI-7943
1159,polynucleotide phosphorylase,pnp,CPLX0-3521
1160,"pyridine nucleotide transhydrogenase subunit $\beta$ // ""pyridine nucleotide transhydrogenase subunit $\alpha$""",pntB,PYRNUTRANSHYDROGEN-CPLX
1161,"pyridine nucleotide transhydrogenase subunit $\beta$ // ""pyridine nucleotide transhydrogenase subunit $\alpha$""",pntA,PYRNUTRANSHYDROGEN-CPLX
1162,spermidine preferential ABC transporter,potA,ABC-24-CPLX
1163,spermidine preferential ABC transporter,potB,ABC-24-CPLX
1164,spermidine preferential ABC transporter,potC,ABC-24-CPLX
1165,spermidine preferential ABC transporter,potD,ABC-24-CPLX
1166,putrescine ABC transporter,potG,ABC-25-CPLX
1167,putrescine ABC transporter,potH,ABC-25-CPLX
1168,putrescine ABC transporter,potI,ABC-25-CPLX
1169,putrescine ABC transporter,potF,ABC-25-CPLX
1170,pyruvate oxidase,poxB,PYRUVOXID-CPLX
1171,inorganic pyrophosphatase,ppa,CPLX0-243
1172,phosphoenolpyruvate carboxylase,ppc,PEPCARBOX-CPLX
1173,polyphosphate kinase,ppk,PPK-CPLX
1174,degradosome,ppk,CPLX0-2381
1175,degradosome,rne,CPLX0-2381
1176,degradosome,rhlB,CPLX0-2381
1177,degradosome,pnp,CPLX0-2381
1178,degradosome,eno,CPLX0-2381
1179,nucleotide 5'-monophosphate nucleosidase,ppnN,CPLX0-8262
1180,phosphoenolpyruvate synthetase,ppsA,PEPSYNTH-CPLX
1181,phosphoenolpyruvate synthetase regulatory protein,ppsR,CPLX0-7837
1182,putative 4-oxalocrotonate tautomerase (4-OT),pptA,CPLX0-902
1183,exopolyphosphatase,ppx,PPX-CPLX
1184,intermembrane transport protein PqiB,pqiB,CPLX0-8244
1185,NAD-dependent dihydropyrimidine dehydrogenase,preT,CPLX0-7788
1186,NAD-dependent dihydropyrimidine dehydrogenase,preA,CPLX0-7788
1187,primosomal replication protein N,priB,CPLX0-3
1188,YhaV-PrlF toxin-antitoxin complex,prlF,CPLX0-7624
1189,YhaV-PrlF toxin-antitoxin complex,yhaV,CPLX0-7624
1190,glutamate-5-semialdehyde dehydrogenase,proA,GLUTSEMIALDEHYDROG-CPLX
1191,glutamate 5-kinase,proB,GLUTKIN-CPLX
1192,pyrroline-5-carboxylate reductase,proC,PYRROLINECARBREDUCT-CPLX
1193,osmolyte:H$^+$ symporter ProP,proP,CPLX0-7642
1194,proline$\mdash$tRNA ligase,proS,PROS-CPLX
1195,glycine betaine ABC transporter,proV,ABC-26-CPLX
1196,glycine betaine ABC transporter,proW,ABC-26-CPLX
1197,glycine betaine ABC transporter,proX,ABC-26-CPLX
1198,2-methylisocitrate lyase,prpB,CPLX0-1021
1199,2-methylcitrate synthase,prpC,CPLX0-251
1200,ribose-phosphate diphosphokinase,prs,CPLX0-8299
1201,phosphatidylserine decarboxylase,psd,PHOSPHASERDECARB-DIMER
1202,DNA-binding transcriptional dual regulator PspF,pspF,CPLX0-981
1203,phosphate ABC transporter,pstB,ABC-27-CPLX
1204,phosphate ABC transporter,pstA,ABC-27-CPLX
1205,phosphate ABC transporter,pstC,ABC-27-CPLX
1206,phosphate ABC transporter,pstS,ABC-27-CPLX
1207,pseudouridine-5'-phosphate glycosidase,psuG,CPLX0-8233
1208,phosphate acetyltransferase,pta,PHOSACETYLTRANS-CPLX
1209,glucose-specific PTS enzyme II,ptsG,CPLX-157
1210,glucose-specific PTS enzyme II,crr,CPLX-157
1211,Mlc-PtsG,ptsG,CPLX0-8255
1212,Mlc-PtsG,mlc,CPLX0-8255
1213,PTS enzyme I,ptsI,CPLX0-7938
1214,adenylosuccinate synthetase,purA,ADENYLOSUCCINATE-SYN-DIMER
1215,adenylosuccinate lyase,purB,CPLX0-7959
1216,phosphoribosylaminoimidazole-succinocarboxamide synthase,purC,SAICARSYN-CPLX
1217,{\it N$^5$}-carboxyaminoimidazole ribonucleotide mutase,purE,PURE-CPLX
1218,amidophosphoribosyltransferase,purF,PRPPAMIDOTRANS-CPLX
1219,5-(carboxyamino)imidazole ribonucleotide synthase,purK,PURK-CPLX
1220,phosphoribosylformylglycinamide cyclo-ligase,purM,AIRS-CPLX
1221,DNA-binding transcriptional repressor PurR,purR,PC00033
1222,formyltetrahydrofolate deformylase,purU,FORMYLTHFDEFORMYL-CPLX
1223,fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA,putA,PUTA-CPLX
1224,glutamate-putrescine ligase,puuA,CPLX0-7709
1225,$\gamma$-glutamyl-$\gamma$-aminobutyrate hydrolase,puuD,CPLX0-3943
1226,5-oxoprolinase,pxpC,CPLX0-8249
1227,5-oxoprolinase,pxpB,CPLX0-8249
1228,5-oxoprolinase,pxpA,CPLX0-8249
1229,pyruvate kinase II,pykA,PKII-CPLX
1230,pyruvate kinase I,pykF,PKI-COMPLEX
1231,aspartate carbamoyltransferase catalytic subunit,pyrB,ASPCARBCAT-TRIMER
1232,"aspartate carbamoyltransferase catalytic subunit // ""aspartate carbamoyltransferase, regulatory subunit""",pyrB,ASPCARBTRANS-CPLX
1233,"aspartate carbamoyltransferase catalytic subunit // ""aspartate carbamoyltransferase, regulatory subunit""",pyrI,ASPCARBTRANS-CPLX
1234,dihydroorotase,pyrC,DIHYDROOROT-CPLX
1235,orotate phosphoribosyltransferase,pyrE,OROPRIBTRANS-CPLX
1236,orotidine-5'-phosphate decarboxylase,pyrF,OROTPDECARB-CPLX
1237,CTP synthetase,pyrG,CTPSYN-CPLX
1238,UMP kinase,pyrH,UMPKI-CPLX
1239,"aspartate carbamoyltransferase, regulatory subunit",pyrI,ASPCARBREG-DIMER
1240,putative quinone oxidoreductase 1,qorA,QOR-CPLX
1241,"6-carboxy-5,6,7,8-tetrahydropterin synthase",queD,CPLX0-8123
1242,7-cyano-7-deazaguanine reductase,queF,CPLX0-3501
1243,RNase adaptor protein,rapZ,CPLX0-7998
1244,regulatory ATPase RavA,ravA,CPLX0-3927
1245,ribonuclease BN,rbn,CPLX0-3601
1246,ribose ABC transporter,rbsA,ABC-28-CPLX
1247,ribose ABC transporter,rbsC,ABC-28-CPLX
1248,ribose ABC transporter,rbsB,ABC-28-CPLX
1249,D-ribose pyranase,rbsD,CPLX0-7646
1250,ribokinase,rbsK,CPLX0-7647
1251,GadE-RcsB DNA-binding transcriptional activator,rcsB,CPLX0-7852
1252,GadE-RcsB DNA-binding transcriptional activator,gadE,CPLX0-7852
1253,RcsAB DNA-binding transcriptional dual regulator,rcsB,PC00084
1254,RcsAB DNA-binding transcriptional dual regulator,rcsA,PC00084
1255,dITP/XTP pyrophosphatase,rdgB,CPLX0-7826
1256,exodeoxyribonuclease V,recD,RECBCD
1257,exodeoxyribonuclease V,recC,RECBCD
1258,exodeoxyribonuclease V,recB,RECBCD
1259,RecFOR complex,recF,RECFOR-CPLX
1260,RecFOR complex,recR,RECFOR-CPLX
1261,RecFOR complex,recO,RECFOR-CPLX
1262,Qin prophage; antitoxin/DNA-binding transcriptional repressor RelB,relB,CPLX0-7928
1263,RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor,relB,CPLX0-7791
1264,RelB-RelE antitoxin/toxin complex / DNA-binding transcriptional repressor,relE,CPLX0-7791
1265,ATP-dependent DNA helicase Rep,rep,CPLX0-3931
1266,ADP-L-glycero-D-mannoheptose 6-epimerase,rfaD,CPLX0-3681
1267,dTDP-glucose pyrophosphorylase,rfbA,CPLX0-8034
1268,"dTDP-glucose 4,6-dehydratase 1",rfbB,DTDPGLUCDEHYDRAT-CPLX
1269,UDP-{\it N}-acetylglucosamine$\mdash$undecaprenyl-phosphate {\it N}-acetylglucosaminephosphotransferase,rfe,CPLX0-8011
1270,dTDP-glucose pyrophosphorylase 2,rffH,CPLX0-8012
1271,L-rhamnose isomerase,rhaA,CPLX0-7652
1272,rhamnulose-1-phosphate aldolase,rhaD,RHAMNULPALDOL-CPLX
1273,L-rhamnose mutarotase,rhaM,CPLX0-7649
1274,transcriptional activator RhaS,rhaS,PC00086
1275,ATP-dependent RNA helicase RhlB,rhlB,CPLX0-3541
1276,L-rhamnonate dehydratase,rhmD,CPLX0-7722
1277,transcription termination factor Rho,rho,CPLX0-2441
1278,GTP cyclohydrolase 2,ribA,GTP-CYCLOHYDRO-II-CPLX
1279,"3,4-dihydroxy-2-butanone-4-phosphate synthase",ribB,DIOHBUTANONEPSYN-CPLX
1280,riboflavin synthase,ribC,CPLX0-3952
1281,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,ribD,CPLX0-7659
1282,"6,7-dimethyl-8-ribityllumazine synthase",ribE,LUMAZINESYN-CPLX
1283,"enamine/imine deaminase, redox-regulated chaperone",ridA,CPLX0-1881
1284,pyrimidine-specific ribonucleoside hydrolase RihA,rihA,CPLX0-8280
1285,pyrimidine-specific ribonucleoside hydrolase RihB,rihB,CPLX0-7904
1286,ribosomal protein S6 modification protein,rimK,CPLX0-7946
1287,23S rRNA 2'-{\it O}-ribose G2251 methyltransferase,rlmB,CPLX0-1121
1288,23S rRNA m$^3$$\Psi$1915 methyltransferase,rlmH,CPLX0-7423
1289,23S rRNA m$^5$C1962 methyltransferase,rlmI,CPLX0-7726
1290,RNase III,rnc,CPLX0-3281
1291,ribonuclease E,rne,CPLX0-3461
1292,RNase G,rng,CPLX0-1621
1293,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system",rnlA,CPLX0-8095
1294,RnlA-RnlB toxin-antitoxin complex,rnlB,CPLX0-7909
1295,RnlA-RnlB toxin-antitoxin complex,rnlA,CPLX0-7909
1296,RNase T,rnt,CPLX0-3602
1297,ribosomal protein-arginine oxygenase,roxA,CPLX0-8112
1298,ribose-5-phosphate isomerase A,rpiA,RIB5PISOMA-CPLX
1299,allose-6-phosphate isomerase / ribose-5-phosphate isomerase B,rpiB,RIB5PISOMB-CPLX
1300,50S ribosomal protein complex L8,rplJ,CPLX0-3956
1301,50S ribosomal protein complex L8,rplL,CPLX0-3956
1302,50S ribosomal subunit protein L7/L12 dimer,rplL,CPLX0-3955
1303,"RNA polymerase, core enzyme",rpoA,APORNAP-CPLX
1304,"RNA polymerase, core enzyme",rpoC,APORNAP-CPLX
1305,"RNA polymerase, core enzyme",rpoB,APORNAP-CPLX
1306,RNA polymerase sigma 19,rpoB,CPLX0-221
1307,RNA polymerase sigma 19,rpoC,CPLX0-221
1308,RNA polymerase sigma 19,rpoA,CPLX0-221
1309,RNA polymerase sigma 19,fecI,CPLX0-221
1310,RNA polymerase sigma 70,rpoB,RNAP70-CPLX
1311,RNA polymerase sigma 70,rpoC,RNAP70-CPLX
1312,RNA polymerase sigma 70,rpoA,RNAP70-CPLX
1313,RNA polymerase sigma 70,rpoD,RNAP70-CPLX
1314,RNA polymerase sigma 24,rpoB,RNAPE-CPLX
1315,RNA polymerase sigma 24,rpoC,RNAPE-CPLX
1316,RNA polymerase sigma 24,rpoA,RNAPE-CPLX
1317,RNA polymerase sigma 24,rpoE,RNAPE-CPLX
1318,RNA polymerase sigma 32,rpoB,RNAP32-CPLX
1319,RNA polymerase sigma 32,rpoC,RNAP32-CPLX
1320,RNA polymerase sigma 32,rpoA,RNAP32-CPLX
1321,RNA polymerase sigma 32,rpoH,RNAP32-CPLX
1322,RNA polymerase sigma 54,rpoB,RNAP54-CPLX
1323,RNA polymerase sigma 54,rpoC,RNAP54-CPLX
1324,RNA polymerase sigma 54,rpoA,RNAP54-CPLX
1325,RNA polymerase sigma 54,rpoN,RNAP54-CPLX
1326,RNA polymerase sigma S,rpoB,RNAPS-CPLX
1327,RNA polymerase sigma S,rpoC,RNAPS-CPLX
1328,RNA polymerase sigma S,rpoA,RNAPS-CPLX
1329,RNA polymerase sigma S,rpoS,RNAPS-CPLX
1330,NusB-S10 complex,rpsJ,CPLX0-7879
1331,NusB-S10 complex,nusB,CPLX0-7879
1332,S6:S18 ribosomal subunit complex,rpsR,CPLX0-8208
1333,S6:S18 ribosomal subunit complex,rpsF,CPLX0-8208
1334,ribonuclease E inhibitor protein A,rraA,CPLX0-1642
1335,ribonuclease E inhibitor protein B,rraB,CPLX0-8096
1336,anti-sigma factor stabilizing protein RseB,rseB,CPLX0-7648
1337,16S rRNA m$^3$U1498 methyltransferase,rsmE,CPLX0-7727
1338,16S rRNA m$^4$C1402 methyltransferase,rsmH,CPLX0-7977
1339,16S rRNA 2'-{\it O}-ribose C1402 methyltransferase,rsmI,CPLX0-8231
1340,DLP12 prophage; crossover junction endodeoxyribonuclease RusA,rusA,CPLX0-8237
1341,putative aminoacrylate hydrolase RutD,rutD,CPLX0-8303
1342,resolvasome,ruvC,RUVABC-CPLX
1343,resolvasome,ruvB,RUVABC-CPLX
1344,resolvasome,ruvA,RUVABC-CPLX
1345,succinate semialdehyde dehydrogenase (NAD(P)$^+$) Sad,sad,CPLX0-7687
1346,putrescine ABC exporter,sapF,ABC-29-CPLX
1347,putrescine ABC exporter,sapC,ABC-29-CPLX
1348,putrescine ABC exporter,sapB,ABC-29-CPLX
1349,putrescine ABC exporter,sapD,ABC-29-CPLX
1350,ATP dependent structure specific DNA nuclease,sbcC,CPLX0-3957
1351,ATP dependent structure specific DNA nuclease,sbcD,CPLX0-3957
1352,peptide antibiotic/peptide nucleic acid transporter,sbmA,CPLX0-8097
1353,sulfate/thiosulfate ABC transporter,sbp,ABC-70-CPLX
1354,sulfate/thiosulfate ABC transporter,cysW,ABC-70-CPLX
1355,sulfate/thiosulfate ABC transporter,cysU,ABC-70-CPLX
1356,sulfate/thiosulfate ABC transporter,cysA,ABC-70-CPLX
1357,methylmalonyl-CoA mutase,scpA,CPLX0-7741
1358,methylmalonyl-CoA decarboxylase,scpB,CPLX0-254
1359,succinate:quinone oxidoreductase subcomplex,sdhA,SUCC-DEHASE
1360,succinate:quinone oxidoreductase subcomplex,sdhB,SUCC-DEHASE
1361,succinate:quinone oxidoreductase subcomplex,sdhC,SUCC-DEHASE
1362,succinate:quinone oxidoreductase subcomplex,sdhD,SUCC-DEHASE
1363,succinate:quinone oxidoreductase subcomplex,sdhD,CPLX0-8160
1364,succinate:quinone oxidoreductase subcomplex,sdhC,CPLX0-8160
1365,succinate:quinone oxidoreductase subcomplex,sdhB,CPLX0-8160
1366,succinate:quinone oxidoreductase subcomplex,sdhA,CPLX0-8160
1367,protein translocation ATPase,secA,CPLX0-8089
1368,SecB chaperone,secB,CPLX0-8046
1369,Sec Holo-Translocon,secD,SEC-SECRETION-CPLX
1370,Sec Holo-Translocon,secF,SEC-SECRETION-CPLX
1371,Sec Holo-Translocon,yajC,SEC-SECRETION-CPLX
1372,Sec Holo-Translocon,yidC,SEC-SECRETION-CPLX
1373,Sec Holo-Translocon,secY,SEC-SECRETION-CPLX
1374,Sec Holo-Translocon,secG,SEC-SECRETION-CPLX
1375,Sec Holo-Translocon,secE,SEC-SECRETION-CPLX
1376,SecYEG translocon,secE,SECE-G-Y-CPLX
1377,SecYEG translocon,secG,SECE-G-Y-CPLX
1378,SecYEG translocon,secY,SECE-G-Y-CPLX
1379,selenocysteine synthase,selA,CPLX0-1141
1380,"selenide, water dikinase",selD,CPLX0-7957
1381,phosphoglycerate dehydrogenase,serA,PGLYCDEHYDROG-CPLX
1382,phosphoserine/phosphohydroxythreonine aminotransferase,serC,PSERTRANSAM-CPLX
1383,serine$\mdash$tRNA ligase,serS,SERS-CPLX
1384,putative PTS enzyme II SgcBCA,sgcB,EIISGC
1385,putative PTS enzyme II SgcBCA,sgcC,EIISGC
1386,putative PTS enzyme II SgcBCA,sgcA,EIISGC
1387,periplasmic chaperone Skp,skp,CPLX0-7711
1388,nucleoid occlusion factor SlmA,slmA,CPLX0-7922
1389,FKBP-type peptidyl-prolyl {\it cis-trans</I> isomerase SlyD,slyD,CPLX0-7536
1390,superoxide dismutase (Mn),sodA,SUPEROX-DISMUTMN-CPLX
1391,superoxide dismutase (Fe),sodB,SUPEROX-DISMUTFE-CPLX
1392,"arginine decarboxylase, biosynthetic",speA,ARGDECARBOXBIO-CPLX
1393,agmatinase,speB,AGMATIN-CPLX
1394,"ornithine decarboxylase, biosynthetic",speC,ORNDECARBOX-BIO-CPLX
1395,"$\alpha$ cleavage product of SpeD // ""$\beta$ cleavage product of SpeD""",speD,SAMDECARB-CPLX
1396,spermidine synthase,speE,SPERMIDINESYN-CPLX
1397,"ornithine decarboxylase, degradative",speF,ORNDECARBOXDEG-CPLX
1398,spermidine {\it N}-acetyltransferase,speG,SPERMACTRAN-CPLX
1399,"protease IV, a signal peptide peptidase",sppA,CPLX0-2941
1400,ATP-independent periplasmic chaperone,spy,CPLX0-7923
1401,sorbitol-specific PTS enzyme II,srlA,CPLX-169
1402,sorbitol-specific PTS enzyme II,srlB,CPLX-169
1403,sorbitol-specific PTS enzyme II,srlE,CPLX-169
1404,sorbitol-6-phosphate 2-dehydrogenase,srlD,SORB6PDEHYDROG-CPLX
1405,ssDNA-binding protein,ssb,CPLX0-8165
1406,ClpXP protease specificity-enhancing factor,sspB,CPLX0-2681
1407,aliphatic sulfonate ABC transporter,ssuA,ABC-56-CPLX
1408,aliphatic sulfonate ABC transporter,ssuC,ABC-56-CPLX
1409,aliphatic sulfonate ABC transporter,ssuB,ABC-56-CPLX
1410,FMNH$_{2}$-dependent alkanesulfonate monooxygenase,ssuD,CPLX0-225
1411,NADPH-dependent FMN reductase,ssuE,CPLX0-224
1412,soluble pyridine nucleotide transhydrogenase,sthA,UDHA-CPLX
1413,"2-oxoglutarate decarboxylase, thiamine-requiring",sucA,E1O
1414,2-oxoglutarate dehydrogenase complex,sucA,2OXOGLUTARATEDEH-CPLX
1415,2-oxoglutarate dehydrogenase complex,sucB,2OXOGLUTARATEDEH-CPLX
1416,2-oxoglutarate dehydrogenase complex,lpd,2OXOGLUTARATEDEH-CPLX
1417,dihydrolipoyltranssuccinylase,sucB,E2O
1418,"succinyl-CoA synthetase subunit $\alpha$ // ""succinyl-CoA synthetase subunit $\beta$""",sucD,SUCCCOASYN
1419,"succinyl-CoA synthetase subunit $\alpha$ // ""succinyl-CoA synthetase subunit $\beta$""",sucC,SUCCCOASYN
1420,iron-sulfur cluster insertion protein SufA,sufA,CPLX0-7824
1421,SufBC$_{2}$D Fe-S cluster scaffold complex,sufB,CPLX0-1341
1422,SufBC$_{2}$D Fe-S cluster scaffold complex,sufC,CPLX0-1341
1423,SufBC$_{2}$D Fe-S cluster scaffold complex,sufD,CPLX0-1341
1424,L-cysteine desulfurase,sufS,CPLX0-246
1425,DNA-binding transcriptional  repressor CRP-Sxy,sxy,CPLX0-8312
1426,DNA-binding transcriptional  repressor CRP-Sxy,crp,CPLX0-8312
1427,tRNA adenosine$^34$ deaminase,tadA,CPLX0-901
1428,transaldolase B,talB,TRANSALDOLB-CPLX
1429,translocation and assembly module,tamB,CPLX0-7976
1430,translocation and assembly module,tamA,CPLX0-7976
1431,methyl-accepting chemotaxis protein - dipeptide-sensing,tap,CPLX0-8104
1432,methyl-accepting chemotaxis protein Tar,tar,CPLX0-8102
1433,twin arginine protein translocation system,tatB,TATABCE-CPLX
1434,twin arginine protein translocation system,tatC,TATABCE-CPLX
1435,twin arginine protein translocation system,tatE,TATABCE-CPLX
1436,twin arginine protein translocation system,tatA,TATABCE-CPLX
1437,"taurine ABC transporter periplasmic binding protein // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit""",tauA,ABC-64-CPLX
1438,"taurine ABC transporter periplasmic binding protein // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit""",tauC,ABC-64-CPLX
1439,"taurine ABC transporter periplasmic binding protein // ""taurine ABC transporter membrane subunit"" // ""taurine ABC transporter ATP binding subunit""",tauB,ABC-64-CPLX
1440,$\alpha$-ketoglutarate-dependent taurine dioxygenase,tauD,CPLX0-227
1441,tRNA threonylcarbamoyladenosine dehydratase,tcdA,CPLX0-8176
1442,cystine ABC transporter,tcyN,CPLX0-8152
1443,cystine ABC transporter,tcyL,CPLX0-8152
1444,cystine ABC transporter,tcyJ,CPLX0-8152
1445,catabolic threonine dehydratase,tdcB,THREDEHYDCAT-CPLX
1446,predicted enamine/imine deaminase,tdcF,CPLX0-7987
1447,L-serine deaminase III,tdcG,CPLX0-7622
1448,threonine dehydrogenase,tdh,THREODEHYD-CPLX
1449,thymidine/deoxyuridine kinase,tdk,CPLX0-8261
1450,tellurite methyltransferase,tehB,CPLX0-7913
1451,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,tesA,CPLX0-7630
1452,acyl-CoA thioesterase II,tesB,THIOESTERII-CPLX
1453,tRNA-guanine transglycosylase,tgt,CPLX0-1101
1454,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,thiD,HMP-P-KIN-CPLX
1455,thiazole synthase,thiG,CPLX0-3949
1456,thiazole synthase,thiH,CPLX0-3949
1457,hydroxyethylthiazole kinase,thiM,CPLX0-8211
1458,"thiamin ABC transporter ATP binding subunit // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein""",thiQ,ABC-32-CPLX
1459,"thiamin ABC transporter ATP binding subunit // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein""",thiP,ABC-32-CPLX
1460,"thiamin ABC transporter ATP binding subunit // ""thiamin ABC transporter membrane subunit"" // ""thiamin ABC transporter periplasmic binding protein""",thiB,ABC-32-CPLX
1461,fused aspartate kinase/homoserine dehydrogenase 1,thrA,ASPKINIHOMOSERDEHYDROGI-CPLX
1462,homoserine kinase,thrB,HOMOSERKIN-CPLX
1463,threonine$\mdash$tRNA ligase,thrS,THRS-CPLX
1464,thymidylate synthase,thyA,THYMIDYLATESYN-CPLX
1465,transketolase 1,tktA,TRANSKETOI-CPLX
1466,transketolase 2,tktB,CPLX0-1261
1467,dTMP kinase,tmk,CPLX0-8260
1468,tryptophanase,tnaA,TRYPTOPHAN-CPLX
1469,outer membrane channel TolC,tolC,CPLX0-7964
1470,multidrug efflux pump AcrAB-TolC,tolC,TRANS-CPLX-201
1471,multidrug efflux pump AcrAB-TolC,acrA,TRANS-CPLX-201
1472,multidrug efflux pump AcrAB-TolC,acrB,TRANS-CPLX-201
1473,multidrug efflux pump AcrAD-TolC,tolC,CPLX0-3932
1474,multidrug efflux pump AcrAD-TolC,acrD,CPLX0-3932
1475,multidrug efflux pump AcrAD-TolC,acrA,CPLX0-3932
1476,multidrug efflux pump AcrEF-TolC,tolC,CPLX0-2141
1477,multidrug efflux pump AcrEF-TolC,acrE,CPLX0-2141
1478,multidrug efflux pump AcrEF-TolC,acrF,CPLX0-2141
1479,multidrug efflux pump EmrAB-TolC,tolC,CPLX0-2121
1480,multidrug efflux pump EmrAB-TolC,emrA,CPLX0-2121
1481,multidrug efflux pump EmrAB-TolC,emrB,CPLX0-2121
1482,tripartite efflux pump EmrKY-TolC,tolC,CPLX0-2161
1483,tripartite efflux pump EmrKY-TolC,emrK,CPLX0-2161
1484,tripartite efflux pump EmrKY-TolC,emrY,CPLX0-2161
1485,ABC-type tripartite efflux pump,tolC,TRANS-200-CPLX
1486,ABC-type tripartite efflux pump,macB,TRANS-200-CPLX
1487,ABC-type tripartite efflux pump,macA,TRANS-200-CPLX
1488,multidrug efflux pump MdtABC-TolC,tolC,TRANS-CPLX-202
1489,multidrug efflux pump MdtABC-TolC,mdtC,TRANS-CPLX-202
1490,multidrug efflux pump MdtABC-TolC,mdtB,TRANS-CPLX-202
1491,multidrug efflux pump MdtABC-TolC,mdtA,TRANS-CPLX-202
1492,multidrug efflux pump MdtEF-TolC,tolC,TRANS-CPLX-204
1493,multidrug efflux pump MdtEF-TolC,mdtE,TRANS-CPLX-204
1494,multidrug efflux pump MdtEF-TolC,mdtF,TRANS-CPLX-204
1495,energy transducing Ton complex,tonB,CPLX0-1923
1496,energy transducing Ton complex,exbB,CPLX0-1923
1497,energy transducing Ton complex,exbD,CPLX0-1923
1498,menaquinol:trimethylamine {\it N}-oxide oxidoreductase I,torC,TMAOREDUCTI-CPLX
1499,menaquinol:trimethylamine {\it N}-oxide oxidoreductase I,torA,TMAOREDUCTI-CPLX
1500,DNA-binding transcriptional dual regulator TorR,torR,TORR-CPLX
1501,sensory histidine kinase TorS,torS,TORS-CPLX
1502,triose-phosphate isomerase,tpiA,TPI
1503,lipid hydroperoxide peroxidase,tpx,CPLX0-7747
1504,trehalose-specific PTS enzyme II,treB,CPLX-168
1505,trehalose-specific PTS enzyme II,crr,CPLX-168
1506,DNA-binding transcriptional repressor TreR,treR,CPLX0-7854
1507,methyl-accepting chemotaxis protein Trg - ribose/galactose/glucose-sensing,trg,CPLX0-8105
1508,tRNA m$^1$G37 methyltransferase,trmD,CPLX0-3950
1509,tRNA Cm32/Um32 methyltransferase,trmJ,CPLX0-7420
1510,tRNA (cytidine/uridine-2'-{\it O})-ribose methyltransferase,trmL,CPLX0-7421
1511,"tryptophan synthase subunit $\alpha$ // ""tryptophan synthase, $\beta$ subunit dimer""",trpA,TRYPSYN
1512,"tryptophan synthase subunit $\alpha$ // ""tryptophan synthase, $\beta$ subunit dimer""",trpB,TRYPSYN
1513,"tryptophan synthase, $\beta$ subunit dimer",trpB,CPLX0-2401
1514,"anthranilate synthase subunit TrpE // ""anthranilate synthase subunit TrpD""",trpE,ANTHRANSYN-CPLX
1515,"anthranilate synthase subunit TrpE // ""anthranilate synthase subunit TrpD""",trpD,ANTHRANSYN-CPLX
1516,DNA-binding transcriptional repressor TrpR,trpR,PC00007
1517,tryptophan$\mdash$tRNA ligase,trpS,TRPS-CPLX
1518,tRNA pseudouridine$^38-40$ synthase,truA,CPLX0-7728
1519,thioredoxin reductase,trxB,THIOREDOXIN-REDUCT-NADPH-CPLX
1520,"N$^6$-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit",tsaB,CPLX0-8181
1521,"N$^6$-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit",tsaD,CPLX0-8181
1522,N$^6$-L-threonylcarbamoyladenine synthase,tsaE,CPLX0-8182
1523,N$^6$-L-threonylcarbamoyladenine synthase,tsaD,CPLX0-8182
1524,N$^6$-L-threonylcarbamoyladenine synthase,tsaB,CPLX0-8182
1525,methyl-accepting chemotaxis protein - serine-sensing,tsr,CPLX0-8103
