aggregation_method,category,concentration_uM,condition,dataset,dataset_name,growth_rate_hr,n_complex,name,rate,rate_units,shorthand,volume
sum total,transport,0.44163164965806573,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,159.5703476544523,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.6
sum total,transport,1.8784649177535155,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,678.7269440827002,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.6
sum total,transport,0.39287726457205147,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,141.95441323517366,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.6
sum total,transport,0.025361025425908724,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,9.16344570688934,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.6
average,transport,0.9766181084270195,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,352.8716549368507,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.6
sum total,transport,0.2807203159212655,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,101.42986454867166,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.6
sum total,synthesis,17.434603882499875,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,6299.471074824854,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.6
sum total,synthesis,267.94622976967077,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,96814.33174037744,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.6
sum total,energy production,5.79410886022553,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,2093.527413376689,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.6
sum total,energy production,5.896982075829162,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,2130.697563638593,respiratory complex,5000.0,protons/s,proton_gradient,0.6
sum total,synthesis,3.2370288142759014,chemostat_u0.12,schmidt_2016,Schmidt et al. 2016,0.12,1169.6032511741687,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.6
sum total,synthesis,0.03223632081162144,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,12.812390179220568,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.66
sum total,synthesis,9.915809638739807,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,3941.058372536414,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.66
sum total,synthesis,0.546448355209644,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,217.18699167478346,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.66
sum total,synthesis,1.158564323920876,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,460.4737076710001,σ-70 (RpoD),40.0,nt/s,sigma70,0.66
sum total,synthesis,2.603251820955815,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,1034.6676427425307,all σ-factors,40.0,nt/s,all_sigma,0.66
sum total,synthesis,25.513878078433358,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,10140.541870029498,tRNA ligases,20.0,AA/s,trna,0.66
average,transport,9.76608676656549,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,3881.5507175449875,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.66
sum total,transport,146.49130149848233,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,58223.26076317481,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.66
sum total,transport,33.106835489072985,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,13158.377978803039,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.66
sum total,transport,0.07270342923390113,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,28.89612335587248,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.66
sum total,transport,18.98497611769128,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,7545.616727928636,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.66
sum total,transport,0.3619536315623251,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,143.85919477170924,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.66
sum total,transport,1.5807132678596572,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,628.2576497373565,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.66
sum total,transport,0.3752435057233607,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,149.14128183676118,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.66
sum total,transport,0.002345271910771004,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,0.9321330114797572,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.66
average,transport,0.9996721519661406,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,397.3216961432466,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.66
sum total,transport,0.28846844502483354,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,114.65236041201015,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.66
sum total,synthesis,18.566771494693338,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,7379.400464108857,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.66
sum total,synthesis,264.119832047209,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,104974.95548682733,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.66
sum total,energy production,6.787099646175748,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,2697.546328571844,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.66
sum total,energy production,5.197463644194731,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,2065.742320312485,respiratory complex,5000.0,protons/s,proton_gradient,0.66
sum total,synthesis,3.375628036903066,chemostat_u0.2,schmidt_2016,Schmidt et al. 2016,0.2,1341.6501145231975,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.66
sum total,synthesis,0.031204240989363058,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,14.469219321321715,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.77
sum total,synthesis,10.220162720622652,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,4739.028132576401,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.77
sum total,synthesis,0.5199913194015636,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,241.11685485858868,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.77
sum total,synthesis,1.1139814034871958,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,516.5464929085919,σ-70 (RpoD),40.0,nt/s,sigma70,0.77
sum total,synthesis,2.4699587671574266,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,1145.305060578296,all σ-factors,40.0,nt/s,all_sigma,0.77
sum total,synthesis,25.894282013375168,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,12007.023203909986,tRNA ligases,20.0,AA/s,trna,0.77
average,transport,11.116801237799466,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,5154.794033160186,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.77
sum total,transport,166.75201856699195,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,77321.91049740279,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.77
sum total,transport,31.739303485741775,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,14717.32459051755,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.77
sum total,transport,0.06199896500557105,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,28.74854807929326,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.77
sum total,transport,20.063665062448024,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,9303.401107466774,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.77
sum total,transport,0.23866268249456374,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,110.66645389663427,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.77
sum total,transport,1.622972906516803,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,752.5627989144026,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.77
sum total,transport,0.33049448281195537,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,153.24830871300685,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.77
sum total,transport,0.0013333110753886242,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,0.6182483457912529,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.77
average,transport,1.0383576659299973,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,481.48021954574426,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.77
sum total,transport,0.28599522567086,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,132.61427017222377,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.77
sum total,synthesis,20.257270921351783,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,9393.174982605295,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.77
sum total,synthesis,284.48925081120854,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,131915.95866565255,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.77
sum total,energy production,7.688813311637802,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,3565.2565997265797,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.77
sum total,energy production,4.919720152853459,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,2281.244716557232,respiratory complex,5000.0,protons/s,proton_gradient,0.77
sum total,synthesis,3.1636138541283594,chemostat_u0.35,schmidt_2016,Schmidt et al. 2016,0.35,1466.9487624761955,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.77
sum total,synthesis,0.0341909534325334,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,18.530812941364452,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.9
sum total,synthesis,10.525113087514438,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,5704.400791171075,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.9
sum total,synthesis,0.5274481204876598,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,285.86633234190185,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.9
sum total,synthesis,1.2861183285340123,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,697.050411698864,σ-70 (RpoD),40.0,nt/s,sigma70,0.9
sum total,synthesis,2.614118393682429,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,1416.799887008003,all σ-factors,40.0,nt/s,all_sigma,0.9
sum total,synthesis,28.138169955572437,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,15250.325352521151,tRNA ligases,20.0,AA/s,trna,0.9
average,transport,8.758411894801908,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,4746.884078744738,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.9
sum total,transport,131.3761784220286,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,71203.26118117107,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.9
sum total,transport,31.623619597807135,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,17139.369349619512,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.9
sum total,transport,0.039700396165737825,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,21.51682071390659,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.9
sum total,transport,12.289672087789393,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,6660.756478140095,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.9
sum total,transport,0.10237757839076715,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,55.48659993622798,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.9
sum total,transport,1.0880526157950563,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,589.7027567086047,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.9
sum total,transport,0.3363626971844382,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,182.3018546200218,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.9
sum total,transport,0.0005816907863111769,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,0.3152647723649317,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.9
average,transport,1.2344205599006064,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,669.0312550549307,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.9
sum total,transport,0.32109331404376973,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,174.0261543454423,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.9
sum total,synthesis,26.474936957617413,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,14348.886332289487,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.9
sum total,synthesis,315.5422388700021,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,171017.58262276376,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.9
sum total,energy production,8.256708070406397,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,4474.970639998859,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.9
sum total,energy production,5.198721509339665,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,2817.6030836319114,respiratory complex,5000.0,protons/s,proton_gradient,0.9
sum total,synthesis,3.6887921213923285,chemostat_u0.5,schmidt_2016,Schmidt et al. 2016,0.5,1999.2515539522142,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.9
sum total,synthesis,0.03490908901844238,fructose,schmidt_2016,Schmidt et al. 2016,0.65,22.0733660772513,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,1.05
sum total,synthesis,8.641268111691945,fructose,schmidt_2016,Schmidt et al. 2016,0.65,5463.960239703934,RNA polymerase (core enzyme),40.0,nt/s,rnap,1.05
sum total,synthesis,0.3519613988305024,fructose,schmidt_2016,Schmidt et al. 2016,0.65,222.54871209451503,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,1.05
sum total,synthesis,0.9458233391776596,fructose,schmidt_2016,Schmidt et al. 2016,0.65,598.053555595426,σ-70 (RpoD),40.0,nt/s,sigma70,1.05
sum total,synthesis,1.9554275285301286,fructose,schmidt_2016,Schmidt et al. 2016,0.65,1236.4363805648857,all σ-factors,40.0,nt/s,all_sigma,1.05
sum total,synthesis,31.168056956766254,fructose,schmidt_2016,Schmidt et al. 2016,0.65,19707.874094332874,tRNA ligases,20.0,AA/s,trna,1.05
average,transport,5.715217326159016,fructose,schmidt_2016,Schmidt et al. 2016,0.65,3613.7890675036083,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,1.05
sum total,transport,85.72825989238525,fructose,schmidt_2016,Schmidt et al. 2016,0.65,54206.83601255412,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,1.05
sum total,transport,25.548897386487326,fructose,schmidt_2016,Schmidt et al. 2016,0.65,16154.823306449802,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,1.05
sum total,transport,0.029945886972318987,fructose,schmidt_2016,Schmidt et al. 2016,0.65,18.935083791467022,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,1.05
sum total,transport,5.097023307262503,fructose,schmidt_2016,Schmidt et al. 2016,0.65,3222.8988074151534,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,1.05
sum total,transport,0.056780512960500955,fructose,schmidt_2016,Schmidt et al. 2016,0.65,35.902886150054364,Xylose Transporters,200.0,xyl/sec,xylose_tport,1.05
sum total,transport,0.3904632535091984,fructose,schmidt_2016,Schmidt et al. 2016,0.65,246.89381982640128,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,1.05
sum total,transport,6.677543887204119,fructose,schmidt_2016,Schmidt et al. 2016,0.65,4222.277775318037,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,1.05
sum total,transport,0.005703978470917903,fructose,schmidt_2016,Schmidt et al. 2016,0.65,3.6066826269461,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,1.05
average,transport,2.070933092566216,fructose,schmidt_2016,Schmidt et al. 2016,0.65,1309.4717037605444,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,1.05
sum total,transport,0.37490694858851326,fructose,schmidt_2016,Schmidt et al. 2016,0.65,237.05741266200283,Phosphate Transport System,0.01,Pi/s,phosphate_tport,1.05
sum total,synthesis,33.94493213618416,fructose,schmidt_2016,Schmidt et al. 2016,0.65,21463.720039030606,Ribosome (50S + 30S),15.0,AA/s,ribosome,1.05
sum total,synthesis,362.6423577890449,fructose,schmidt_2016,Schmidt et al. 2016,0.65,229302.389253591,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,1.05
sum total,energy production,8.943533598094575,fructose,schmidt_2016,Schmidt et al. 2016,0.65,5655.085729411182,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,1.05
sum total,energy production,4.48221654724837,fructose,schmidt_2016,Schmidt et al. 2016,0.65,2834.150344990617,respiratory complex,5000.0,protons/s,proton_gradient,1.05
sum total,synthesis,3.1719305733277112,fructose,schmidt_2016,Schmidt et al. 2016,0.65,2005.6434208208452,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,1.05
sum total,synthesis,0.03964320231521089,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,19.5759718760604,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.82
sum total,synthesis,7.998728637695629,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,3949.8041962086522,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.82
sum total,synthesis,0.2969194031422208,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,146.6199889492412,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.82
sum total,synthesis,1.136696220614416,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,561.3051405242811,σ-70 (RpoD),40.0,nt/s,sigma70,0.82
sum total,synthesis,2.2563986439106767,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,1114.2186759576678,all σ-factors,40.0,nt/s,all_sigma,0.82
sum total,synthesis,26.40013387656949,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,13036.491708785521,tRNA ligases,20.0,AA/s,trna,0.82
average,transport,7.109172949029764,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,3510.538038922694,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.82
sum total,transport,106.63759423544646,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,52658.07058384041,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.82
sum total,transport,20.936987695868517,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,10338.768272170659,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.82
sum total,transport,0.03162734500878982,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,15.617709474720447,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.82
sum total,transport,18.17329273201586,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,8974.04464424036,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.82
sum total,transport,0.2209193651360244,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,109.0908661816294,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.82
sum total,transport,0.5485220134360264,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,270.8623643227636,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.82
sum total,transport,0.23555291282665847,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,116.31697056545526,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.82
sum total,transport,0.0006293999006724342,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,0.3108001885516507,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.82
average,transport,1.5614231410869328,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,771.0369927612919,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.82
sum total,transport,0.2945591535146992,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,145.45448824217252,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.82
sum total,synthesis,25.491176609885002,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,12587.644974667655,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.82
sum total,synthesis,359.2413225070039,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,177394.80201924854,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.82
sum total,energy production,9.778844641769961,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,4828.832599484574,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.82
sum total,energy production,4.489137355813757,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,2216.7539828502568,respiratory complex,5000.0,protons/s,proton_gradient,0.82
sum total,synthesis,2.785723960376193,fumarate,schmidt_2016,Schmidt et al. 2016,0.42,1375.6016345296057,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.82
sum total,synthesis,0.039679624989006644,galactose,schmidt_2016,Schmidt et al. 2016,0.26,16.72654911786586,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.7
sum total,synthesis,7.3647179768439415,galactose,schmidt_2016,Schmidt et al. 2016,0.26,3104.5232159587954,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.7
sum total,synthesis,0.29763633979058207,galactose,schmidt_2016,Schmidt et al. 2016,0.26,125.46562267532198,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.7
sum total,synthesis,0.8156222350062358,galactose,schmidt_2016,Schmidt et al. 2016,0.26,343.81739694452864,σ-70 (RpoD),40.0,nt/s,sigma70,0.7
sum total,synthesis,2.063173449303408,galactose,schmidt_2016,Schmidt et al. 2016,0.26,869.7101358193588,all σ-factors,40.0,nt/s,all_sigma,0.7
sum total,synthesis,24.803654753850353,galactose,schmidt_2016,Schmidt et al. 2016,0.26,10455.732624938079,tRNA ligases,20.0,AA/s,trna,0.7
average,transport,6.860627803013888,galactose,schmidt_2016,Schmidt et al. 2016,0.26,2892.0290440824747,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.7
sum total,transport,102.90941704520833,galactose,schmidt_2016,Schmidt et al. 2016,0.26,43380.43566123712,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.7
sum total,transport,28.37978030344503,galactose,schmidt_2016,Schmidt et al. 2016,0.26,11963.212589114219,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.7
sum total,transport,0.0422062581286829,galactose,schmidt_2016,Schmidt et al. 2016,0.26,17.791626051564993,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.7
sum total,transport,63.83230628724206,galactose,schmidt_2016,Schmidt et al. 2016,0.26,26907.87039232402,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.7
sum total,transport,0.28831807500892476,galactose,schmidt_2016,Schmidt et al. 2016,0.26,121.53760133926215,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.7
sum total,transport,1.2497437471869741,galactose,schmidt_2016,Schmidt et al. 2016,0.26,526.8169791891971,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.7
sum total,transport,0.29873260623548287,galactose,schmidt_2016,Schmidt et al. 2016,0.26,125.92774283250547,Fructose Transporter FruBA,200.0,frc/s,fructose_tport,0.7
sum total,transport,0.003654221483002849,galactose,schmidt_2016,Schmidt et al. 2016,0.26,1.5404005239450214,Ammonium Transporter (AmtB),300.0,NH4+/s,nitrogen_tport,0.7
average,transport,1.4947592976223152,galactose,schmidt_2016,Schmidt et al. 2016,0.26,630.1008343197109,Sulfate Transporter (CysUWA),10.0,SO4/s,sulfur_tport,0.7
sum total,transport,0.27187407833541194,galactose,schmidt_2016,Schmidt et al. 2016,0.26,114.60579898150957,Phosphate Transport System,0.01,Pi/s,phosphate_tport,0.7
sum total,synthesis,21.798879546627074,galactose,schmidt_2016,Schmidt et al. 2016,0.26,9189.099684085179,Ribosome (50S + 30S),15.0,AA/s,ribosome,0.7
sum total,synthesis,307.5794764458327,galactose,schmidt_2016,Schmidt et al. 2016,0.26,129657.05250097635,Elongation Factor EF-Tu,20.0,peptide bonds/s,eftu,0.7
sum total,energy production,7.360625248782979,galactose,schmidt_2016,Schmidt et al. 2016,0.26,3102.7979673719774,F1-F0 ATP Synthase,300.0,atp/s,atp_synthase,0.7
sum total,energy production,3.6817733403782134,galactose,schmidt_2016,Schmidt et al. 2016,0.26,1552.0147339030323,respiratory complex,5000.0,protons/s,proton_gradient,0.7
sum total,synthesis,3.15542025057296,galactose,schmidt_2016,Schmidt et al. 2016,0.26,1330.1358524265256,Fatty Acid Synthetases (FabA + FabZ),1.0,lipid/s,fas,0.7
sum total,synthesis,0.03813786853575675,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,19.751297011720137,DNA polymerase III (holo enzyme),600.0,bp/s,dnap,0.86
sum total,synthesis,8.214519126237947,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,4254.233739325623,RNA polymerase (core enzyme),40.0,nt/s,rnap,0.86
sum total,synthesis,0.3853244282013278,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,199.55643877004206,Ribonucleoside-diphosphate reductase (I),10.0,dNTP/s,dntp,0.86
sum total,synthesis,1.1265419240480659,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,583.4270501291011,σ-70 (RpoD),40.0,nt/s,sigma70,0.86
sum total,synthesis,2.3925432181149437,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,1239.0789923159846,all σ-factors,40.0,nt/s,all_sigma,0.86
sum total,synthesis,26.348506393071837,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,13645.68067292076,tRNA ligases,20.0,AA/s,trna,0.86
average,transport,7.27726728690238,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,3768.838509748448,Carbohydrate Transporters (average),200.0,carbs/s,carbon_tport,0.86
sum total,transport,109.15900930353573,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,56532.57764622673,Carbohydrate Transporters (total),200.0,carbs/s,carbon_tport_tot,0.86
sum total,transport,30.178766183984305,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,15629.341576556,Glucose/Mannose Transporters,200.0,gluc/sec,glucose_tport,0.86
sum total,transport,0.027620199906323153,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,14.304280569885512,Glycerol Transporters,0.0,glyc/sec,glycerol_tport,0.86
sum total,transport,10.873302959843349,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,5631.196616479192,Galactose Transporter (MglABC),10.0,gal/s,galactose_tport,0.86
sum total,transport,0.11108451984182428,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,57.529784149922065,Xylose Transporters,200.0,xyl/sec,xylose_tport,0.86
sum total,transport,1.6581175747041867,glucosamine,schmidt_2016,Schmidt et al. 2016,0.46,858.7258269987008,Glucosamine Transporter NagE,200.0,glcn/s,glucosamine_tport,0.86
