Protein IDs,Gene Names,CN (TP3) Rep2TP3
Q46861,b4469;JW5501;ygiQ;ygiR,15.92477312
P64638,b3410;feoC;JW3373;yhgG,0
P76176,b1598;JW1590;ydgD,0
P33919,b2184;JW2172;yejH;yejI;yejJ,14.92906628
P0ACV2,b2378;ddg;JW2375,14.38763706
P0AGC7,b4387;JW4350;smp;ytjB,0
P08401,b4399;creC;JW4362;phoM,0
P13518,b3252;JW3221;yhdA,0
P0ABC9,b0314;betT;JW0306,0
P39835,b3415;gntM;gntT;JW5690;usgA;yhgC,0
P32177,b3895;fdhD;JW3866,0
Q46835,b2971;JW2938;yghG,0
P15028,b4290;fecB;JW4250,0
P33667,b0503;JW0491;selU;ybbB,0
P21693,b1343;dbpA;JW1337,0
P76185,b1644;JW1636;ydhJ,12.33194908
P75785,b0815;JW0800;ybiP,12.16745047
P39374,b4325;JW4288;yjiC,0
P0AFI0,b2373;JW2370;oxc;yfdU,11.9506609
P76389,b2063;JW5336;yegH,0
P76129,b1489;dos;dosP;JW1484;yddU,11.31009677
P0ACM9,b3872;JW3843;yihL,0
P0A710,b1254;ispZ;JW1246;yciB,0
P37650,b3530;bcsC;JW5942;yhjL,0
P77726,b0427;JW5059;yajR,9.628615898
P76251,b1800;JW1789;yeaU,0
P07021,b2605;JW2586;yfiB,0
P0AFA2,b1222;JW1213;narR;narX,8.987071304
P39410,b4385;JW4348;yjjJ,0
P76399,b2076;JW2061;mdtC;yegO,0
P0ACR4,b2157;JW2144;yeiE,0
P06396ups,,0
P23886,b0886;cydC;JW0869;mdrA;mdrH;surB,0
P52598,b2735;JW2705;ygbI,0
P01008ups;CON__P41361,,0
P0AEE8,b3387;dam;JW3350,0
P0C0T5,b2328;JW2325;mepA,0
Q46863,b3020;JW2988;ygiS,0
P0AE85,b4484;cpxP;JW5558;yiiO,0
P42593,b3081;fadH;JW3052;ygjL,0
P0AGB3,b3461;fam;hin;htpR;JW3426;rpoH,0
P31463,b3711;JW3689;yidZ,0
P24177,acrD;b2470;JW2454;yffA,4.425557417
P0A9S1,b2799;fucO;JW2770,0
P23890,b4133;cadC;JW4094,0
P0ACE0,b2994;hybC;JW2962,0
P0AE30,artM;b0861;JW0845,0
P76559,b2466;JW2450;ypfG,0
P28629,adi;adiA;b4117;JW5731,0
P65292,b2809;JW5448;ygdI,3.702417151
P76104,b1435;JW1431;ydcP,0
P76398,b2075;JW2060;mdtB;yegN,0
P46068,b2364;dsdC;JW2361,0
P08400,b0400;JW0390;nmpB;phoR,0
B1XDY4;C4ZT98;P02932,ECDH10B_0223;phoE;b0241;JW0231;ompE,0
P0AAJ5,b3893;fdoH;JW3864,0
P0ACW6,b1426;JW5823;ydcH,0
P76407,b2086;JW2070;yegS,0
P0ADK6,b3594;JW3568;yibA,0
P46144,b1962;JW1945;yedJ,0
P32134,b3873;JW3844;yihM,0
P14407,b4122;fumB;JW4083,0
P69922,b2802;fucI;JW2773,0
P77730,b1439;JW1434;ydcR,0
P02787ups,,0
P17444,b0311;betA;JW0303,0
P0A9H3,b4131;cadA;JW4092;ldcI,0
B1XA45;C4ZS75;P75966,ECDH10B_1207;rluE;b1135;JW1121;ymfC,0
P05523,b3635;fpg;JW3610;mutM,0
P05804,b1617;gurA;gusA;JW1609;uidA,0
P05827,b3773;ilvY;JW3746,0
P06282,b3918;cdh;JW3889,0
P06611,b1709;btuD;JW1699,0
P06722,b2831;JW2799;mutH;mutR;prv,0
P06993,b3418;JW3381;malA;malT,0
P07339ups,,0
P08194,b2240;glpT;JW2234,0
P08337,b0099;JW0097;mutT,0
P09126,b3804;hemD;JW3776,0
P09833,b0765;chlD;JW0748;modC;narD,0
P0A6E1,aroL;b0388;JW0379,0
P0A6E9,b1593;JW5264;ynfK,0
P0A744,b4219;JW4178;msrA;pms,0
P0A772,b2674;JW2649;nrdI;ygaO,0
P0A790,b0131;JW0127;panD,0
P0A7H0,b3700;JW3677;recF;uvrF,0
P0A8L7,b1248;JW1240;yciU,0
P0A9C0,b2241;glpA;JW2235,0
P0A9I3,b2479;gcvR;JW2464;yffD,0
P0A9V5,b3555;JW3524;yiaG,0
P0AA37,b0058;JW0057;rluA;yabO,0
P0AA60,b3009;JW2976;yghB,0
P0AA86,b2195;ccmG;dsbE;JW2183;yejQ,0
P0AAD4,b1907;JW1895;tyrP,0
P0AAD8,b3116;JW3087;tdcC,0
P0AAG5,b0449;JW5061;mdl;mdlB,0
P0AAS0,b0458;JW5063;ylaC,0
P0AAU7,b0685;JW5816;ybfE,0
P0AAY6,b0853;JW0837;ybjN,0
P0AB06,b0926;JW0909;ycbK,0
P0AB52,b1219;JW1210;ychN,0
P0AB65,b0968;JW5131;yccX,0
P0ABI4,b3816;corA;JW3789,0
P0ABJ6,b0429;cyoD;JW0419,0
P0ABM9,b2194;ccmH;JW2182;yejP,0
P0ABP6,b2317;dedA;JW2314,0
P0ABS8,b1842;holE;JW1831,0
P0ACJ5,b0447;JW0437;ybaO,0
P0ACK8,b2805;fucR;JW2776,0
P0ACP5,b3438;gntR;JW5946,0
P0ACR2,b1659;JW1651;ydhB,0
P0AD05,b1908;JW1896;yecA,0
P0AD14,b2126;JW5353;yehU,0
P0AD30,b2327;JW2324;yfcA,0
P0ADN0,b3745;JW5610;viaA;yieD;yieM,0
P0ADW8,b4551;JW3312;yheV,0
P0ADX9,b3465;JW3430;rsmD;yhhF,0
P0AE37,astA;b1747;JW1736;ydjV,0
P0AE98,b1038;csgF;JW1021,0
P0AEA5,b0428;cyoE;JW0418,0
P0AF10,b3601;JW3575;mtlR,0
P0AFC0,b1865;JW1854;ntpA;nudB,0
P0AFF4,b2964;JW2932;nupG,0
P0AFI9,b2493;JW2478;perM;yfgO,0
P0AFM9,b1305;JW1298;pspB,0
P0AFR0,b1234;JW1222;rssA;ychK,0
P0AFY2,b2144;JW2132;sanA;yeiF,0
P0AFY6,b0377;JW0368;sbmA,0
P0AFZ7,b3849;JW5576;trkH,0
P0AGC5,b2558;JW2542;mltF;yfhD,0
P0AGH5,b1292;JW1285;sapC,0
P0AGM0,b3474;JW5680;yhhT,0
P0C058,b3686;hslS;htpE;ibpB;JW3663,0
P0CE48,b3980;JW3943;tufB,0
P0CF40;P0CF41;P0CF42;P0CF43;P0CF44;P0CF45,b0360;insC1;JW0351;b1403;insC2;JW1400;b1997;insC3;JW1978;b2861;insC4;JW2829;b3044;insC5;JW3012;b4272;insC6;JW4229,0
P10423,b2753;iap;JW2723,0
P11289,b2602;JW5412;yfiL,0
P12281,b0827;bisB;chlE;JW0811;moeA;narE,0
P12282,b0826;chlN;JW0810;moeB,0
P15993,aroP;b0112;JW0108,0
P17109,b2264;JW5374;menD,0
P19318;P11349,b1467;JW1462;narY;b1225;JW1216;narH,0
P21189,b0060;dinA;JW0059;polB,0
P23173,b3709;JW5619/JW5622;tnaB;trpP,0
P23522,b3126;garL;JW3095;yhaF,0
P23857,b1308;JW1301;pspE,0
P23862,b0467;JW0456;priC,0
P23898,b1708;JW1698;nlpC,0
P24169,b0693;JW0680;speF,0
P25743,b1242;JW1229;ychE,0
P27305,b0144;gluQ;JW5892;yadB,0
P27835,b3793;JW3769;wzy;wzyE,0
P27837,b3795;JW5595;yifK,0
P27843,b3818;JW5590;yigG,0
P27896,b2469;JW2453;narQ,0
P28722,b3215;JW3182;yhcA,0
P30139,b3991;JW5549;thiG,0
P30744,b2797;JW2768;sdaB,0
P31064,b1929;JW1914;yedE,0
P31455,b3689;JW5860;yidR,0
P31470,b3718;JW5613;yieK,0
P31551,b0036;caiD;JW0035;yaaL,0
P31801,b1216;chaA;JW1207,0
P32137,b3877;JW3848;yihP,0
P32144,b3884;JW5567;yihW,0
P32669,b3946;fsaB;JW3918;talC;yijG,0
P32703,b4065;JW4026;yjcE,0
P33228,b1349;JW1343;recT,0
P33231,b3603;JW3578;lctP;lldP,0
P33355,b2124;JW2112;yehS,0
P33358,b2127;JW2115;mlrA;yehV,0
P33596,b2698;JW2668;oraA;recX,0
P33607,b2278;JW2273;nuoL,0
P34209,b1414;JW1411;ydcF,0
P37013,b2709;JW5843;norR;ygaA,0
P37019,b0155;clcA;eriC;JW5012;yadQ,0
P37028,b0158;btuF;JW0154;yadT,0
P37052,b1233;JW1221;ychJ,0
P37615,b3467;JW3432;yhhM,0
P37766,b1694;JW1684;ydiF,0
P37769,b2842;JW2810;kduD;ygeC;yqeD,0
P37908,b2612/b2613;b4461;JW5415;yfjD;ypjE,0
P39165,b1220;JW1211;ychO;ychP,0
P39280,b4146;JW4106;yjeK,0
P39332,b4248;JW4206;yjgH,0
P39336,b4253;JW5757;yjgL,0
P39359,b4298;JW5775;yjhH,0
P39365,b4304;JW4266;sgcC;yjhN,0
P39829,b3128;garD;JW3097;yhaG,0
P39836,b2410;JW5876;yfeH,0
P42603,b3090;JW3061;ygjV,0
P45748,b3282;JW3243;rimN;yrdC,0
P46187,b2570;JW2554;rseC,0
P46854,b3441;JW3405;yhhY,0
P52086,b0638;cobC;JW0633;phpB,0
P52094,b2308;hisQ;JW2305,0
P60061,adiC;aniC;b4115;JW4076;yjdD;yjdE,0
P61769ups,,0
P61887,b3789;JW3763;rffH;rmlA2;yifG,0
P62723,b2158;JW2145;yeiH,0
P63284-2,,0
P64423,b1342;JW1336;ydaN;zntB,0
P64499,b1825;JW1814;yebO,0
P64517,b1957;JW1940;yodC,0
P64545,b2504;JW5399;yfgG,0
P64585,b3099;JW3070;yqjE,0
P64590,b3103;JW3074;yhaH,0
P64594,b3130;JW3099;yhaV,0
P65807,b2872;JW2840;ygeY,0
P66817,b3149;diaA;JW3118;yraO,0
P67338,b1811;JW1800;yoaH,0
P69801,b1818;JW1807;manY;pel;ptsP,0
P75683,b0270;JW0263;yagG,0
P75858,b0941;JW0924;ycbT,0
P75952,b1111;JW5159;ycfQ,0
P76027,b1246;JW1238;oppD,0
P76053,b1340;JW1334;ydaL,0
P76086,b1399;JW1394;paaX;ydbY,0
P76097,b1423;JW1419;ydcJ,0
P76114,b1450;JW1445;mcbR;yncC,0
P76147,b1522;JW5825;yneF,0
P76172,b1586;JW5259;ynfD,0
P76206,b1722;JW1711;ydiY,0
P76208,b1726;JW1715;yniB,0
P76217,astD;b1746;JW5282;ydjU,0
P76234,b1781;JW1770;yeaE,0
P76335,b1964/b1965/b1966;b4496;JW5319/JW1948/JW1949;yedS,0
P76339,b1968;JW1951;yedV,0
P76346,b1976;JW1958;mtfA;yeeI,0
P76373,b2028;JW2010;pmrE;udg;ugd;yefA,0
P76469,b2245;JW2239;yfaU,0
P76471,b2250;JW5371;yfaZ,0
P76483,b2272;JW2267;yfbM,0
P76513,b2360;JW2357;yfdQ,0
P76539,b2434;JW2427;ypeA,0
P76562,b2474;JW2459;ypfI,0
P76621,b2659;csiD;gab;JW5427;ygaT,0
P76630,b2682;JW2657;ygaZ,0
P76938,b2326;JW5381;yfcM,0
P77161,b0509;glxB1;glxR;JW0497;ybbQ,0
P77181,b1400;JW1395;paaY;ydbZ,0
P77215,b2247;JW2241;yfaW,0
P77223,b1628;JW1620;rnfB;ydgM,0
P77260,b1542;JW1535;ydfI,0
P77433,b0308;JW5042;ykgG,0
P77489,b0284;JW0278;yagR,0
P77519,b1472;JW1468;yddL,0
P77544,b2301;JW2298;yfcF,0
P77561,b1501;JW1495;ydeP,0
P77626,b1434;JW1430;ydcN,0
P77634,b0546;JW0534;ybcM,0
P77650,b2542;hcaA4;hcaD;JW2526;phdA;yfhY,0
P77736,b0318;JW0310;yahD,0
P77739,b1725;JW1714;yniA,0
P77744,abgR;b1339;JW1333,0
P77747,b1377;JW1371;ompN;ynaG,0
Q46865,b3022;JW2990;mqsR;ygiU,0
Q46938,b2843;JW2811;kduI;yqeE,0
Q46939,b2844;JW5453;yqeF,0
Q47083,b1987;cbl;JW1966,0
Q47537,b0365;JW0357;ssiA;tauA;yaiR,0
Q6BF17,b4478;dgoD;JW5629;yidU,0
